# EVENT,XZ_DELTA,Y_DELTA,PITCH_DELTA,YAW_DELTA,ANGLE_DOT,DISTANCE,PING,TPS,TIMESTAMP,offset
move,0.38547648403355694,0.0,0.0,0.0,,,,,1464499103274,100
move,0.38547648427493186,0.0,0.0,0.0,,,,,1464499103274,0
move,0.38884074424950654,0.0,0.44999886,1798.9498,,,,,1464499103324,50
move,0.40395795076343965,0.0,2.3999958,-4.9505615,,,,,1464499103374,50
move,0.41526809157808664,0.0,0.74999905,-1.8001709,,,,,1464499103474,100
move,0.4214434291801634,0.0,0.0,-1800.0,,,,,1464499103524,50
move,0.42481516390253304,0.0,0.0,0.0,,,,,1464499103524,0
move,0.42665613127478075,0.0,0.0,0.0,,,,,1464499103574,50
move,0.4276612995767808,0.0,0.0,0.0,,,,,1464499103624,50
move,0.42821012153341975,0.0,0.0,0.0,,,,,1464499103674,50
move,0.4285097783565561,0.0,0.0,0.0,,,,,1464499103774,100
move,0.4278251349494502,0.0,-0.29999924,1800.3,,,,,1464499103774,0
move,0.4257542971378916,0.0,-0.29999924,0.60009766,,,,,1464499103874,100
move,0.4233331389551962,0.0,-0.29999924,0.45007324,,,,,1464499103874,0
move,0.4207088910694612,0.0,-0.29999924,0.45007324,,,,,1464499103974,100
move,0.419276051557417,0.0,0.0,-1800.0,,,,,1464499103974,0
move,0.41849372109297,0.0,0.0,0.0,,,,,1464499104074,100
move,0.41806656860976865,0.0,0.0,0.0,,,,,1464499104074,0
move,0.4147546712232719,0.0,-0.44999886,1801.0502,,,,,1464499104124,50
move,0.40612789622959955,0.0,-0.8999977,2.2502441,,,,,1464499104174,50
move,0.3995578072518653,0.0,-0.29999924,0.60009766,,,,,1464499104224,50
move,0.39220438409678415,0.0,0.0,-1800.0,,,,,1464499104274,50
move,0.3922543403789178,0.0,0.0,0.0,,,,,1464499104374,100
move,0.3922816165121312,0.0,0.0,0.0,,,,,1464499104374,0
move,0.3922965092825953,0.0,0.0,0.0,,,,,1464499104474,100
move,0.39230464073621324,0.0,0.0,0.0,,,,,1464499104474,0
move,0.3923090805104044,0.0,0.0,0.0,,,,,1464499104574,100
move,0.3923115046273943,0.0,0.0,0.0,,,,,1464499104574,0
move,0.39231282819542457,0.0,0.0,0.0,,,,,1464499104624,50
move,0.3923135508636528,0.0,0.0,0.0,,,,,1464499104674,50
move,0.39231394544055154,0.0,0.0,0.0,,,,,1464499104774,100
move,0.39231416087956283,0.0,0.0,0.0,,,,,1464499104774,0
move,0.3923142785092777,0.0,0.0,0.0,,,,,1464499104824,50
move,0.39231434273510857,0.0,0.0,0.0,,,,,1464499104874,50
move,0.39231437780241585,0.0,0.0,0.0,,,,,1464499104975,101
move,0.39231439694916936,0.0,0.0,0.0,,,,,1464499104975,0
move,0.3923144074032967,0.0,0.0,0.0,,,,,1464499105024,49
move,0.3923144131112517,0.0,0.0,0.0,,,,,1464499105074,50
move,0.39231441622779517,0.0,0.0,0.0,,,,,1464499105124,50
move,0.39417428721351744,0.0,0.0,1799.3999,,,,,1464499105174,50
move,0.39464670212834374,0.0,0.14999962,-0.15002441,,,,,1464499105274,100
move,0.3946432251314276,0.0,0.0,-1800.0,,,,,1464499105274,0
move,0.39464132669089036,0.0,0.0,0.0,,,,,1464499105324,50
move,0.3946402901422372,0.0,0.0,0.0,,,,,1464499105374,50
move,0.3946397241866064,0.0,0.0,0.0,,,,,1464499105474,100
move,0.3946394151747965,0.0,0.0,0.0,,,,,1464499105524,50
move,0.3946392464543287,0.0,0.0,0.0,,,,,1464499105575,51
move,0.3946391543329426,0.0,0.0,0.0,,,,,1464499105575,0
move,0.39463910403465974,0.0,0.0,0.0,,,,,1464499105624,49
move,0.394639076571794,0.0,0.0,0.0,,,,,1464499105674,50
move,0.3946390615770685,0.0,0.0,0.0,,,,,1464499105724,50
move,0.3946390533899464,0.0,0.0,0.0,,,,,1464499105774,50
move,0.3946390489197782,0.0,0.0,0.0,,,,,1464499105874,100
move,0.3946390464790639,0.0,0.0,0.0,,,,,1464499105874,0
move,0.39463904514643566,0.0,0.0,0.0,,,,,1464499105974,100
move,0.39463904441882036,0.0,0.0,0.0,,,,,1464499105974,0
move,0.39509547031419956,0.0,0.29999924,1799.85,,,,,1464499106074,100
move,0.3955478250459201,0.0,0.14999962,-0.15002441,,,,,1464499106075,1
move,0.3960135395868978,0.0,0.29999924,-0.15002441,,,,,1464499106174,99
move,0.3960064301826076,0.0,0.3000002,0.0,,,,,1464499106174,0
move,0.3964552832102175,0.0,0.14999962,-0.15002441,,,,,1464499106224,50
move,0.3964483147057205,0.0,0.0,-1800.0,,,,,1464499106274,50
move,0.39644450990182456,0.0,0.0,0.0,,,,,1464499106374,100
move,0.39644243247865596,0.0,0.14999962,1800.0,,,,,1464499106424,50
move,0.3964412982054739,0.0,0.4499998,0.0,,,,,1464499106474,50
move,0.39644067889224566,0.0,0.0,-1800.0,,,,,1464499106475,1
move,0.39644034074717993,0.0,0.0,0.0,,,,,1464499106524,49
move,0.396440156119958,0.0,0.0,0.0,,,,,1464499106575,51
move,0.3964400553134837,0.0,0.0,0.0,,,,,1464499106674,99
move,0.3964400002731381,0.0,0.0,0.0,,,,,1464499106674,0
move,0.39643997022110256,0.0,0.0,0.0,,,,,1464499106724,50
move,0.3964399538126955,0.0,0.0,0.0,,,,,1464499106774,50
move,0.3964399448537037,0.0,0.0,0.0,,,,,1464499106875,101
move,0.39643993996209304,0.0,0.0,0.0,,,,,1464499106875,0
move,0.3964399372912766,0.0,0.0,0.0,,,,,1464499106975,100
move,0.3964399358330013,0.0,0.0,0.0,,,,,1464499106975,0
move,0.3964399350367884,0.0,0.0,0.0,,,,,1464499107075,100
move,0.39643993460205706,0.0,0.0,0.0,,,,,1464499107075,0
move,0.39643993436469316,0.0,0.4499998,1800.0,,,,,1464499107175,100
move,0.39643993423509016,0.0,0.0,-1800.0,,,,,1464499107175,0
move,0.3964399341643343,0.0,0.0,0.0,,,,,1464499107225,50
move,0.3964399341256879,0.0,0.0,0.0,,,,,1464499107275,50
move,0.396439934104599,0.0,0.0,0.0,,,,,1464499107375,100
move,0.3964399340930811,0.0,0.0,0.0,,,,,1464499107375,0
move,0.3964399340867928,0.0,0.0,0.0,,,,,1464499107425,50
move,0.39643993408335376,0.0,0.0,0.0,,,,,1464499107475,50
move,0.39643993408148503,0.0,0.0,0.0,,,,,1464499107525,50
move,0.39643993408045475,0.0,0.0,0.0,,,,,1464499107575,50
move,0.3964399340799005,0.0,0.0,0.0,,,,,1464499107675,100
move,0.396439934079595,0.0,0.0,0.0,,,,,1464499107675,0
move,0.39643993407943157,0.0,0.0,0.0,,,,,1464499107775,100
move,0.3964399340793321,0.0,0.0,0.0,,,,,1464499107775,0
move,0.39643993407928946,0.0,0.0,0.0,,,,,1464499108175,400
move,0.39643993407926104,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792468,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108175,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108275,100
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108275,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108375,100
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108375,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108475,100
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108475,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108575,100
move,0.3964399340792326,0.0,0.0,0.0,,,,,1464499108575,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108625,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108675,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108725,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108775,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108875,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108875,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108975,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499108975,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109075,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109075,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109175,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109175,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109225,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109275,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109375,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109375,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109425,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109475,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109575,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109575,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109625,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109675,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109725,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109775,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109875,100
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109875,0
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109925,50
move,0.3964399340792255,0.0,0.0,0.0,,,,,1464499109975,50
move,0.3982552317200856,0.0,0.29999924,1799.3999,,,,,1464499110075,100
move,0.4000242673805019,0.0,0.29999924,-0.60009766,,,,,1464499110075,0
move,0.40308597909371713,0.0,0.29999924,-1.0501709,,,,,1464499110125,50
move,0.4135253422729406,0.0,0.4499998,-1.6502686,,,,,1464499110175,50
move,0.4204918879490265,0.0,0.0,-0.45007324,,,,,1464499110275,100
move,0.42471007391420557,0.0,0.0,-0.15002441,,,,,1464499110275,0
move,0.42990748978500193,0.0,0.14999962,-1.0501709,,,,,1464499110325,50
move,0.43316401298550034,0.0,0.0,-0.15002441,,,,,1464499110375,50
move,0.43574559017454106,0.0,0.14999962,-0.30004883,,,,,1464499110425,50
move,0.4387754017953185,0.0,0.14999962,-0.60009766,,,,,1464499110525,100
move,0.44318987337441484,0.0,0.14999962,-1.0501709,,,,,1464499110525,0
move,0.4516570929678636,0.0,0.29999924,-2.4002686,,,,,1464499110575,50
move,0.4643374432501943,0.0,0.44999886,-3.4501953,,,,,1464499110625,50
move,0.47608581817083007,0.0,0.14999962,-2.2502441,,,,,1464499110675,50
move,0.48756992587001236,0.0,0.0,-2.550415,,,,,1464499110725,50
move,0.5011830424495116,0.0,0.14999962,-4.2003174,,,,,1464499110775,50
move,0.5185821709582683,0.0,0.0,-7.500122,,,,,1464499110825,50
move,0.5336246427381894,0.0,0.14999962,-7.0499268,,,,,1464499110875,50
move,0.5435092518316438,0.0,0.0,-5.249878,,,,,1464499110925,50
move,0.5487191723953373,0.0,0.0,-4.2004395,,,,,1464499110975,50
move,0.5494297866083642,0.0,-0.5999985,-5.25,,,,,1464499111075,100
move,0.5443299302152127,0.0,-0.44999886,-6.449951,,,,,1464499111075,0
move,0.5320065268204317,0.0,-0.14999962,-7.050171,,,,,1464499111125,50
move,0.5167411842960874,0.0,0.0,-4.800293,,,,,1464499111175,50
move,0.5044816571009036,0.0,0.0,-1.9503174,,,,,1464499111225,50
move,0.4936057610465596,0.0,0.0,-1.9503174,,,,,1464499111325,100
move,0.4814677812377326,0.0,0.14999962,-2.7001953,,,,,1464499111325,0
move,0.46464312440196665,0.0,0.29999924,-4.050171,,,,,1464499111375,50
move,0.445558968339256,0.0,0.29999924,-3.6004639,,,,,1464499111425,50
move,0.4267571468778044,0.0,0.29999924,-2.8502197,,,,,1464499111525,100
move,0.4128169868679379,0.0,0.0,-1.2001953,,,,,1464499111525,0
move,0.40474712742038577,0.0,0.14999962,-0.15002441,,,,,1464499111575,50
move,0.4003409836502385,0.0,0.0,-1800.0,,,,,1464499111625,50
move,0.39352924498578545,0.0,0.0,0.0,,,,,1464499111675,50
move,0.39367449748246486,0.0,0.0,0.0,,,,,1464499111725,50
move,0.39375380535486215,0.0,0.0,0.0,,,,,1464499111775,50
move,0.3937971074582265,0.0,0.0,0.0,,,,,1464499111875,100
move,0.3938207504094038,0.0,0.0,0.0,,,,,1464499111875,0
move,0.3938336594622456,0.0,0.0,0.0,,,,,1464499111925,50
move,0.3938407078059214,0.0,0.0,0.0,,,,,1464499111975,50
move,0.3938445562020121,0.0,0.0,0.0,,,,,1464499112025,50
move,0.39384665742652203,0.0,0.0,0.0,,,,,1464499112075,50
move,0.39384780469523406,0.0,0.0,0.0,,,,,1464499112125,50
move,0.39384843110402556,0.0,0.0,0.0,,,,,1464499112175,50
move,0.39384877312326694,0.0,0.0,0.0,,,,,1464499112225,50
move,0.3938489598657924,0.0,0.0,0.0,,,,,1464499112275,50
move,0.39384906182722546,0.0,0.0,0.0,,,,,1464499112325,50
move,0.39384911749817775,0.0,0.0,0.0,,,,,1464499112375,50
move,0.39384914789451386,0.0,0.0,0.0,,,,,1464499112425,50
move,0.39384916449092344,0.0,0.0,0.0,,,,,1464499112525,100
move,0.3938491735525602,0.0,0.0,0.0,,,,,1464499112525,0
move,0.3938491785002114,0.0,0.0,0.0,,,,,1464499112576,51
move,0.3938491812016309,0.0,0.0,0.0,,,,,1464499112625,49
move,0.39430771387470287,0.0,0.0,1800.15,,,,,1464499112675,50
move,0.3956911453237737,0.0,0.0,0.45007324,,,,,1464499112725,50
move,0.3956809533293111,0.0,0.0,-1800.0,,,,,1464499112775,50
move,0.39567538849969,0.0,0.0,0.0,,,,,1464499112825,50
move,0.395672350102366,0.0,0.0,0.0,,,,,1464499112925,100
move,0.39567069113723363,0.0,0.0,0.0,,,,,1464499112925,0
move,0.39566978534216446,0.0,0.0,0.0,,,,,1464499112975,50
move,0.3956692907780024,0.0,0.0,0.0,,,,,1464499113025,50
move,0.3956690207459346,0.0,0.0,0.0,,,,,1464499113075,50
move,0.3956688733084093,0.0,0.0,0.0,,,,,1464499113125,50
move,0.39566879280751266,0.0,0.0,0.0,,,,,1464499113175,50
move,0.39566874885402115,0.0,0.0,0.0,,,,,1464499113225,50
move,0.3956687248554047,0.0,0.0,0.0,,,,,1464499113275,50
move,0.39566871175216534,0.0,0.0,0.0,,,,,1464499113325,50
move,0.3956687045977958,0.0,0.0,0.0,,,,,1464499113375,50
move,0.39566870069150184,0.0,0.0,0.0,,,,,1464499113425,50
move,0.3956686985586728,0.0,0.0,0.0,,,,,1464499113475,50
move,0.395668697394143,0.0,0.0,0.0,,,,,1464499113525,50
move,0.39566869675831384,0.0,0.0,0.0,,,,,1464499113575,50
move,0.39566869641114977,0.0,0.0,0.0,,,,,1464499113625,50
move,0.3956686962215983,0.0,0.0,0.0,,,,,1464499113675,50
move,0.3956686961181006,0.0,0.0,0.0,,,,,1464499113725,50
move,0.39566869606159116,0.0,0.0,0.0,,,,,1464499113825,100
move,0.3956686960307394,0.0,0.0,0.0,,,,,1464499113825,0
move,0.39566869601389243,0.0,0.0,0.0,,,,,1464499113875,50
move,0.395668696004698,0.0,0.0,0.0,,,,,1464499113925,50
move,0.39566869599967447,0.0,0.0,0.0,,,,,1464499113975,50
move,0.3956686959969318,0.0,0.0,0.0,,,,,1464499114025,50
move,0.3956686959954361,0.0,0.0,0.0,,,,,1464499114075,50
move,0.39566869599461896,0.0,0.0,0.0,,,,,1464499114125,50
move,0.3956686959941713,0.0,0.0,0.0,,,,,1464499114225,100
move,0.3956686959939262,0.0,0.0,0.0,,,,,1464499114225,0
move,0.39566869599379473,0.0,0.0,0.0,,,,,1464499114275,50
move,0.3956686959937201,0.0,0.0,0.0,,,,,1464499114325,50
move,0.39566869599368104,0.0,0.0,0.0,,,,,1464499114425,100
move,0.3956686959936597,0.0,0.0,0.0,,,,,1464499114425,0
move,0.39566869599364907,0.0,0.0,0.0,,,,,1464499114475,50
move,0.39566869599364196,0.0,0.0,0.0,,,,,1464499114525,50
move,0.3956686959936384,0.0,0.0,0.0,,,,,1464499114575,50
move,0.3956686959936384,0.0,0.0,0.0,,,,,1464499114625,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114725,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114725,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114775,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114825,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114876,51
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114975,99
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499114975,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115025,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115125,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115125,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115175,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115225,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115325,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115325,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115375,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115425,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115475,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115525,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115575,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115625,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115725,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115725,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115775,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115825,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115926,101
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115976,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499115976,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116025,49
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116075,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116125,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116225,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116275,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116275,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116325,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116425,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116475,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116475,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116525,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116575,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116625,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116725,100
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116775,50
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116775,0
move,0.39566869599363486,0.0,0.0,0.0,,,,,1464499116825,50
