# EVENT,XZ_DELTA,Y_DELTA,PITCH_DELTA,YAW_DELTA,ANGLE_DOT,DISTANCE,PING,TPS,TIMESTAMP,offset
move,0.39807557961022866,0.0,-0.14999962,0.0,,,,,1464499097574,???
move,0.4021542751499325,0.0,0.0,-1800.0,,,,,1464499097624,50
move,0.40438124317328317,0.0,0.0,0.0,,,,,1464499097674,50
move,0.40559716785526945,0.0,0.0,0.0,,,,,1464499097724,50
move,0.40645111221861185,0.0,0.0,1799.85,,,,,1464499097824,100
move,0.3973414326771447,0.0,0.14999962,6.749756,,,,,1464499097824,0
move,0.35128278068184215,0.0,0.5999985,19.650024,,,,,1464499097874,50
move,0.24095686281498985,0.0,-0.29999924,28.349731,,,,,1464499097974,100
move,0.23801039375739208,0.0,-3.7499933,26.100464,,,,,1464499097974,0
move,0.20411983153640278,0.0,-1.949995,10.800049,,,,,1464499098074,100
move,0.18468635717825066,0.0,0.0,0.30004883,,,,,1464499098124,50
move,0.1740756789462381,0.0,0.0,-1800.0,,,,,1464499098174,50
move,0.16828224795863633,0.0,0.0,0.0,,,,,1464499098174,0
move,0.1651190342719886,0.0,0.0,0.0,,,,,1464499098274,100
move,0.16339191939847808,0.0,0.0,0.0,,,,,1464499098274,0
move,0.16244891456800303,0.0,0.0,0.0,,,,,1464499098324,50
move,0.16193403387075733,0.0,0.0,0.0,,,,,1464499098424,100
move,0.18362399688019337,0.0,0.0,0.0,,,,,1464499098474,50
move,0.1954667180589098,0.0,0.0,0.0,,,,,1464499098524,50
move,0.2019328445735482,0.0,0.0,0.0,,,,,1464499098574,50
move,0.20546335006061867,0.0,0.0,0.0,,,,,1464499098574,0
move,0.20739100628046003,0.0,0.0,0.0,,,,,1464499098624,50
move,0.20844350669874245,0.0,0.0,0.0,,,,,1464499098724,100
move,0.2090181719938755,0.0,0.0,0.0,,,,,1464499098774,50
move,0.2093319392814621,0.0,0.0,0.0,,,,,1464499098824,50
move,0.20950325624038157,0.0,0.0,0.0,,,,,1464499098824,0
move,0.20959679531082287,0.0,0.0,0.0,,,,,1464499098874,50
move,0.20964786764920973,0.0,0.0,0.0,,,,,1464499098974,100
move,0.20967575314920595,0.0,0.0,0.0,,,,,1464499098974,0
move,0.20969097863397934,0.0,0.0,0.0,,,,,1464499099024,50
move,0.20969929174962942,0.0,0.0,0.0,,,,,1464499099124,100
move,0.25344378658359545,0.0,-2.249998,1788.75,,,,,1464499099174,50
move,0.30559427385405513,0.0,0.3000002,-8.100342,,,,,1464499099174,0
move,0.33406844321108053,0.0,0.0,-1800.0,,,,,1464499099224,50
move,0.34961534148582984,0.0,0.0,0.0,,,,,1464499099274,50
move,0.35810394892981634,0.0,0.0,0.0,,,,,1464499099324,50
move,0.3627387291325732,0.0,0.0,0.0,,,,,1464499099374,50
move,0.36526931941720875,0.0,0.0,0.0,,,,,1464499099474,100
move,0.3666510218731105,0.0,0.0,0.0,,,,,1464499099474,0
move,0.36740543150166616,0.0,0.0,0.0,,,,,1464499099574,100
move,0.36781733920669524,0.0,0.0,0.0,,,,,1464499099574,0
move,0.36804224083977033,0.0,0.0,0.0,,,,,1464499099674,100
move,0.3681650371456868,0.0,0.0,0.0,,,,,1464499099674,0
move,0.36823208393650475,0.0,0.0,0.0,,,,,1464499099774,100
move,0.36826869148854513,0.0,0.0,0.0,,,,,1464499099774,0
move,0.368288679214281,0.0,0.0,0.0,,,,,1464499099874,100
move,0.3682995925138002,0.0,0.0,0.0,,,,,1464499099874,0
move,0.3683055511760287,0.0,0.0,0.0,,,,,1464499099924,50
move,0.3683088046059879,0.0,0.0,0.0,,,,,1464499099974,50
move,0.36831058097894953,0.0,0.0,0.0,,,,,1464499100074,100
move,0.36831155087869405,0.0,0.0,0.0,,,,,1464499100074,0
move,0.36831208044402075,0.0,0.0,0.0,,,,,1464499100174,100
move,0.3683123695867181,0.0,0.0,0.0,,,,,1464499100174,0
move,0.36831252745865584,0.0,0.0,0.0,,,,,1464499100274,100
move,0.36831261365674095,0.0,0.0,0.0,,,,,1464499100274,0
move,0.3683126607209033,0.0,0.0,0.0,,,,,1464499100374,100
move,0.37077866561406836,0.0,1.0499992,1799.2499,,,,,1464499100374,0
move,0.3755141393280397,0.0,1.1999979,-1.0501709,,,,,1464499100474,100
move,0.3785741337745847,0.0,0.29999924,-0.15002441,,,,,1464499100474,0
move,0.3802448909364671,0.0,0.0,-1800.0,,,,,1464499100574,100
move,0.38115712445280536,0.0,0.0,0.0,,,,,1464499100574,0
move,0.3816552040105847,0.0,0.0,0.0,,,,,1464499100624,50
move,0.3819271554807173,0.0,0.0,0.0,,,,,1464499100674,50
move,0.38207564100066094,0.0,0.0,0.0,,,,,1464499100774,100
move,0.3821567141039566,0.0,0.0,0.0,,,,,1464499100774,0
move,0.3822009800235122,0.0,0.0,0.0,,,,,1464499100874,100
move,0.38222514921839235,0.0,0.0,0.0,,,,,1464499100874,0
move,0.3822383456003209,0.0,0.0,0.0,,,,,1464499100924,50
move,0.3822455508257008,0.0,0.0,0.0,,,,,1464499100974,50
move,0.3822494848792104,0.0,0.0,0.0,,,,,1464499101074,100
move,0.3822516328726806,0.0,0.0,0.0,,,,,1464499101074,0
move,0.38559274868759985,0.0,1.199997,1798.9498,,,,,1464499101174,100
move,0.3922704872198892,0.0,0.5999994,-0.30004883,,,,,1464499101174,0
move,0.39229043268831987,0.0,0.0,-1800.0,,,,,1464499101224,50
move,0.39230132291535824,0.0,0.0,0.0,,,,,1464499101274,50
move,0.38465779356243956,0.0,-0.14999962,1802.4004,,,,,1464499101374,100
move,0.38359681719322225,0.0,-0.14999962,0.30004883,,,,,1464499101374,0
move,0.3835211308626185,0.0,0.0,-1800.0,,,,,1464499101474,100
move,0.38347980612130783,0.0,0.0,0.0,,,,,1464499101474,0
move,0.3834572428099321,0.0,0.0,0.0,,,,,1464499101524,50
move,0.3834449232404822,0.0,0.0,0.0,,,,,1464499101574,50
move,0.38343819675479196,0.0,0.0,0.0,,,,,1464499101674,100
move,0.3834345240931718,0.0,0.0,0.0,,,,,1464499101674,0
move,0.38343251881969564,0.0,0.0,0.0,,,,,1464499101774,100
move,0.38343142394025165,0.0,0.0,0.0,,,,,1464499101774,0
move,0.38343082613600643,0.0,0.0,0.0,,,,,1464499101874,100
move,0.38343049973484966,0.0,0.0,0.0,,,,,1464499101874,0
move,0.3834303215197963,0.0,0.0,0.0,,,,,1464499101974,100
move,0.38343022421436856,0.0,0.0,0.0,,,,,1464499101974,0
move,0.38343017108559607,0.0,0.0,0.0,,,,,1464499102024,50
move,0.38391383749492647,0.0,0.0,1799.85,,,,,1464499102074,50
move,0.38490791404030844,0.0,0.0,-0.30004883,,,,,1464499102174,100
move,0.384937684078519,0.0,0.0,-1800.0,,,,,1464499102174,0
move,0.38495393852126725,0.0,0.0,0.0,,,,,1464499102224,50
move,0.3849628134480412,0.0,0.0,0.0,,,,,1464499102274,50
move,0.38544789750686803,0.0,0.0,1799.85,,,,,1464499102374,100
move,0.3854608760295477,0.0,0.0,-1800.0,,,,,1464499102374,0
move,0.38546796230375335,0.0,0.0,0.0,,,,,1464499102474,100
move,0.3854718314099195,0.0,0.0,0.0,,,,,1464499102474,0
move,0.38547394394213086,0.0,0.0,0.0,,,,,1464499102574,100
move,0.38547509738485175,0.0,0.0,0.0,,,,,1464499102574,0
move,0.3854757271646516,0.0,0.0,0.0,,,,,1464499102624,50
move,0.3854760710244616,0.0,0.0,0.0,,,,,1464499102674,50
move,0.3854762587719396,0.0,0.0,0.0,,,,,1464499102774,100
move,0.3854763612820751,0.0,0.0,0.0,,,,,1464499102774,0
move,0.3854764172526153,0.0,0.0,0.0,,,,,1464499102874,100
move,0.3854764478125343,0.0,0.0,0.0,,,,,1464499102874,0
move,0.385476464498252,0.0,0.0,0.0,,,,,1464499102924,50
move,0.3854764736086551,0.0,0.0,0.0,,,,,1464499102974,50
move,0.38547647858293566,0.0,0.0,0.0,,,,,1464499103074,100
move,0.3854764812988929,0.0,0.0,0.0,,,,,1464499103074,0
move,0.38547648278180446,0.0,0.0,0.0,,,,,1464499103124,50
move,0.385476483591475,0.0,0.0,0.0,,,,,1464499103174,50
