# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,ANGLE_DOT,DISTANCE,offset
move,0.1647732818260721,3.7500305,14.700012,1464497598098,,,50
move,0.08307781780646906,5.1000366,30.449974,1464497598148,,,50
animation,,,,1464497598174,,,26
attack,,,,1464497598174,,,0
serverInfo,,,,1464497598174,0.9949680042137478,1.8442529731472062,0
move,0.0,2.7000275,14.249977,1464497598198,,,24
move,-0.07840000152587834,0.45000458,1.6500168,1464497598248,,,50
move,-0.15523200451660557,-2.1000214,-2.5500107,1464497598348,,,100
move,-0.23052736891295922,-2.1000214,-5.5500107,1464497598348,,,0
animation,,,,1464497598375,,,27
attack,,,,1464497598375,,,0
serverInfo,,,,1464497598375,0.9429248066498161,1.5162390094745923,0
move,-0.30431682745754074,-1.2000122,0.30000305,1464497598399,,,24
move,-0.37663049823865435,-2.7000275,1.0500107,1464497598498,,,99
move,-0.1040803780930446,-1.2000122,-2.7000275,1464497598499,,,1
animation,,,,1464497598515,,,16
attack,,,,1464497598515,,,0
serverInfo,,,,1464497598515,0.8094154396561123,1.3191612253183667,0
move,0.41999998688697815,-2.7000275,-10.649971,1464497598548,,,33
move,0.33319999363422426,0.30000305,-9.900002,1464497598598,,,50
animation,,,,1464497598675,,,77
attack,,,,1464497598675,,,0
serverInfo,,,,1464497598675,0.8260785429194307,2.0713645186385237,0
move,0.24813599859093927,-1.3500137,-27.900024,1464497598698,,,23
move,0.1647732818260721,-1.950016,-24.300034,1464497598698,,,0
move,0.08307781780646906,0.7500076,-6.0,1464497598748,,,50
move,0.0,0.30000305,-2.5499878,1464497598798,,,50
move,-0.07840000152587834,-0.30000305,-12.300018,1464497598848,,,50
animation,,,,1464497598864,,,16
attack,,,,1464497598864,,,0
serverInfo,,,,1464497598864,0.8136972124277075,2.7729682526177872,0
move,-0.15523200451660557,-0.30000305,-5.699997,1464497598899,,,35
move,-0.23052736891295922,-0.15000153,-5.6999817,1464497598998,,,99
move,-0.30431682745754074,-0.90000916,-10.649979,1464497598998,,,0
move,-0.37663049823865435,-1.6500168,-4.7999725,1464497599048,,,50
animation,,,,1464497599066,,,18
animation,,,,1464497599066,,,0
move,-0.44749789698342113,-0.7500076,-2.5499878,1464497599098,,,32
animation,,,,1464497599115,,,17
move,-0.5169479491049742,-0.90000916,4.949997,1464497599148,,,33
move,-0.13963453200464926,-4.0500107,23.999985,1464497599198,,,50
animation,,,,1464497599279,,,81
animation,,,,1464497599279,,,0
move,0.41999998688697815,-7.7999954,17.25,1464497599298,,,19
move,0.33319999363422426,-7.64999,-0.2999878,1464497599299,,,1
move,0.24813599859093927,-6.0,-3.1499329,1464497599348,,,49
move,0.1647732818260721,-6.449991,-9.000015,1464497599398,,,50
animation,,,,1464497599464,,,66
attack,,,,1464497599464,,,0
serverInfo,,,,1464497599464,0.9249769567460486,3.4121537925851033,0
move,0.08307781780646906,-1.199997,-3.7499695,1464497599499,,,35
move,0.0,0.29999924,-0.44999695,1464497599499,,,0
move,-0.07840000152587834,1.4999962,1.499939,1464497599549,,,50
move,-0.15523200451660557,0.44999886,3.1499634,1464497599599,,,50
animation,,,,1464497599645,,,46
attack,,,,1464497599645,,,0
serverInfo,,,,1464497599645,0.9819888842971756,3.396803273150136,0
move,-0.23052736891296632,-0.5999985,3.899994,1464497599649,,,4
move,-0.30431682745754074,-0.5999985,0.4499817,1464497599699,,,50
move,-0.37663049823865435,-1.949995,2.0999146,1464497599749,,,50
move,-0.1040803780930375,-3.2999916,0.0,1464497599799,,,50
animation,,,,1464497599821,,,22
attack,,,,1464497599821,,,0
serverInfo,,,,1464497599821,0.8629121027631198,3.65785262430651,0
move,0.0,-3.7499943,-1.7999268,1464497599849,,,28
move,0.0,-2.3999958,-0.4499817,1464497599899,,,50
animation,,,,1464497599981,,,82
attack,,,,1464497599981,,,0
serverInfo,,,,1464497599981,0.9128861124019771,3.527761690162176,0
move,0.41999998688697815,0.0,-3.7499847,1464497599999,,,18
move,0.33319999363422426,0.5999994,-0.1499939,1464497599999,,,0
move,0.24813599859093927,1.0499983,0.0,1464497600099,,,100
move,0.1647732818260721,4.199991,0.7499695,1464497600099,,,0
move,0.08307781780646906,4.0499916,2.0999298,1464497600149,,,50
animation,,,,1464497600181,,,32
attack,,,,1464497600181,,,0
serverInfo,,,,1464497600181,0.9983072511281973,3.399127973720313,0
move,0.0,5.0999928,0.2999878,1464497600199,,,18
move,-0.07840000152587834,9.4500065,-1.9499207,1464497600249,,,50
move,-0.15523200451660557,2.100006,-1.7999573,1464497600299,,,50
move,-0.23052736891296632,0.0,0.0,1464497600349,,,50
animation,,,,1464497600382,,,33
attack,,,,1464497600382,,,0
serverInfo,,,,1464497600382,0.7164660029424854,3.5494608874903832,0
move,-0.30431682745754074,-0.6000023,0.0,1464497600399,,,17
move,-0.37663049823865435,-5.5500107,0.8999634,1464497600499,,,100
move,-0.1040803780930375,-8.4,-1.1999512,1464497600499,,,0
animation,,,,1464497600537,,,38
attack,,,,1464497600537,,,0
serverInfo,,,,1464497600537,0.7621472945329153,3.5447978094207153,0
move,0.41999998688697815,-0.14999962,0.0,1464497600549,,,12
move,0.33319999363422426,0.0,0.0,1464497600599,,,50
move,0.24813599859093927,0.29999924,0.4499817,1464497600649,,,50
move,0.1647732818260721,0.44999886,0.4499817,1464497600699,,,50
animation,,,,1464497600786,,,87
attack,,,,1464497600786,,,0
serverInfo,,,,1464497600786,0.9559275199843252,3.81809552300357,0
move,0.08307781780646906,1.4999962,0.7499695,1464497600799,,,13
move,0.0,1.3499966,1.7999573,1464497600799,,,0
move,-0.07840000152587834,0.5999985,1.3499756,1464497600849,,,50
move,-0.15523200451660557,-1.199997,1.6499634,1464497600899,,,50
animation,,,,1464497600912,,,13
attack,,,,1464497600912,,,0
serverInfo,,,,1464497600912,0.9164718843627411,3.6566314637735893,0
move,-0.23052736891296632,-1.3499966,0.2999878,1464497600949,,,37
move,-0.30431682745754074,-3.2999935,0.7499695,1464497600999,,,50
move,-0.37663049823865435,-2.8499947,-5.5499725,1464497601049,,,50
animation,,,,1464497601069,,,20
attack,,,,1464497601069,,,0
serverInfo,,,,1464497601069,0.9124356926778742,3.786631538038384,0
move,-0.1040803780930375,-0.7499981,0.59999084,1464497601099,,,30
move,0.0,0.0,0.0,1464497601149,,,50
move,0.0,0.14999962,0.0,1464497601199,,,50
move,0.0,-0.14999962,0.0,1464497601249,,,50
animation,,,,1464497601284,,,35
attack,,,,1464497601284,,,0
serverInfo,,,,1464497601284,0.9307161048131933,3.363381184031882,0
move,0.0,-0.14999962,1.1999817,1464497601299,,,15
move,0.0,-0.5999985,0.2999878,1464497601349,,,50
move,0.0,-0.8999977,-0.5999756,1464497601399,,,50
move,0.0,-0.14999962,-0.1499939,1464497601449,,,50
animation,,,,1464497601471,,,22
attack,,,,1464497601471,,,0
serverInfo,,,,1464497601471,0.8766075327204038,3.5321700436748404,0
move,0.0,0.0,0.0,1464497601499,,,28
move,0.0,-0.44999886,0.0,1464497601549,,,50
move,0.0,0.0,0.0,1464497601599,,,50
animation,,,,1464497601620,,,21
attack,,,,1464497601620,,,0
serverInfo,,,,1464497601620,0.9173132569501115,3.094947230543737,0
move,0.0,-1.4999962,2.6999664,1464497601649,,,29
move,0.0,-0.14999962,0.0,1464497601699,,,50
move,0.0,0.0,0.0,1464497601749,,,50
move,0.0,-0.44999886,-0.4499817,1464497601799,,,50
animation,,,,1464497601832,,,33
attack,,,,1464497601832,,,0
serverInfo,,,,1464497601832,0.9542228365935849,2.527624896210979,0
move,0.0,-0.5999985,-0.1499939,1464497601849,,,17
move,0.0,-0.14999962,0.0,1464497601899,,,50
move,0.41999998688697815,0.29999924,0.0,1464497601949,,,50
move,0.33319999363422426,0.14999962,-1.3499908,1464497601999,,,50
animation,,,,1464497602079,,,80
attack,,,,1464497602079,,,0
serverInfo,,,,1464497602079,0.9715434451854289,2.5458186560401903,0
move,0.24813599859093927,5.8499966,-2.2499237,1464497602099,,,20
move,0.1647732818260721,10.800005,-2.8499146,1464497602099,,,0
move,0.08307781780646906,6.1499977,-4.199951,1464497602149,,,50
move,0.0,5.2500153,-4.949951,1464497602199,,,50
animation,,,,1464497602270,,,71
attack,,,,1464497602270,,,0
serverInfo,,,,1464497602270,0.9424157919133769,2.7022664322068124,0
move,-0.07840000152587834,2.8500214,-2.9999237,1464497602299,,,29
move,-0.15523200451660557,-0.15000153,0.0,1464497602299,,,0
move,-0.23052736891296632,-0.90000534,-0.2999878,1464497602349,,,50
move,-0.30431682745754074,-1.5000076,-0.2999878,1464497602399,,,50
animation,,,,1464497602447,,,48
attack,,,,1464497602447,,,0
serverInfo,,,,1464497602447,0.8454206043286027,1.990726393612843,0
move,-0.37663049823865435,-3.0000076,-1.9499664,1464497602449,,,2
move,-0.1040803780930375,-3.9000092,-1.3499908,1464497602499,,,50
move,0.0,-2.2500114,-2.549942,1464497602549,,,50
animation,,,,1464497602571,,,22
attack,,,,1464497602571,,,0
serverInfo,,,,1464497602571,0.7162558338490197,1.7764801742849592,0
move,0.0,0.30000305,-1.3499908,1464497602599,,,28
move,0.0,0.0,-6.3000183,1464497602649,,,50
move,0.0,2.8500137,-10.800018,1464497602699,,,50
move,0.41999998688697815,5.400009,-11.399994,1464497602749,,,50
animation,,,,1464497602775,,,26
attack,,,,1464497602775,,,0
serverInfo,,,,1464497602775,0.6946348311097388,1.8104626484486792,0
move,0.33319999363422426,4.5000153,-8.850037,1464497602799,,,24
move,0.24813599859093927,2.8500252,-6.599991,1464497602849,,,50
move,0.1647732818260721,0.0,-7.6499786,1464497602949,,,100
move,0.08307781780646906,-0.30000305,-7.9499817,1464497602949,,,0
animation,,,,1464497602976,,,27
animation,,,,1464497602976,,,0
move,0.0,3.000019,-5.0998535,1464497602999,,,23
animation,,,,1464497603024,,,25
move,-0.07840000152587834,1.950016,-4.799835,1464497603049,,,25
move,-0.15523200451660557,0.7500076,-9.149994,1464497603099,,,50
move,-0.23052736891296632,-0.15000153,-9.300079,1464497603149,,,50
animation,,,,1464497603187,,,38
animation,,,,1464497603187,,,0
move,-0.30431682745754074,0.6000061,-12.900116,1464497603199,,,12
animation,,,,1464497603274,,,75
move,-0.37663049823865435,-0.15000153,1.3499756,1464497603299,,,25
move,-0.1040803780930375,-3.0000267,14.700073,1464497603299,,,0
move,0.41999998688697815,-6.449993,43.05005,1464497603349,,,50
animation,,,,1464497603384,,,35
attack,,,,1464497603384,,,0
serverInfo,,,,1464497603384,0.6363917305978357,1.4356385480460372,0
move,0.33319999363422426,-4.650013,22.34999,1464497603399,,,15
move,0.24813599859093927,-7.349991,-4.949997,1464497603449,,,50
move,0.1647732818260721,-1.6500092,-9.0,1464497603499,,,50
animation,,,,1464497603535,,,36
attack,,,,1464497603535,,,0
serverInfo,,,,1464497603535,0.9816320008110798,1.7434136504356192,0
move,0.08307781780646906,0.6000061,-15.75,1464497603549,,,14
animation,,,,1464497603580,,,31
move,0.0,-3.6000214,-54.149994,1464497603599,,,19
move,-0.07840000152587834,-1.199997,-18.149994,1464497603649,,,50
move,-0.15523200451660557,-0.14999962,0.8999634,1464497603699,,,50
animation,,,,1464497603735,,,36
animation,,,,1464497603735,,,0
move,-0.23052736891296632,0.44999886,23.399963,1464497603749,,,14
move,-0.30431682745754074,-2.0999947,75.14998,1464497603799,,,50
animation,,,,1464497603887,,,88
attack,,,,1464497603887,,,0
serverInfo,,,,1464497603887,0.9074815228140971,1.7642381193795158,0
move,-0.37663049823865435,-7.949993,11.40004,1464497603899,,,12
move,-0.1040803780930375,-1.0499973,-23.399979,1464497603900,,,1
animation,,,,1464497604265,,,365
animation,,,,1464497604266,,,1
animation,,,,1464497604266,,,0
attack,,,,1464497604266,,,0
serverInfo,,,,1464497604266,0.789564268597224,2.8663819485911715,0
move,0.41999998688697815,0.29999924,-30.600052,1464497604299,,,33
move,0.33319999363422426,-0.5999985,-21.450043,1464497604300,,,1
move,0.24813599859093927,1.949995,17.399994,1464497604300,,,0
move,0.1647732818260721,6.149988,41.69998,1464497604300,,,0
move,0.08307781780646906,2.2499943,30.299988,1464497604300,,,0
move,0.0,1.949995,3.2999725,1464497604300,,,0
move,-0.07840000152587834,3.6000156,-4.6499634,1464497604300,,,0
move,-0.15523200451660557,0.7500076,-0.44999695,1464497604300,,,0
animation,,,,1464497604650,,,350
animation,,,,1464497604650,,,0
animation,,,,1464497604650,,,0
animation,,,,1464497604650,,,0
animation,,,,1464497604650,,,0
animation,,,,1464497604650,,,0
move,-0.23052736891296632,-0.15000153,-7.049988,1464497604699,,,49
move,-0.30431682745754074,0.7500076,8.550018,1464497604699,,,0
move,-0.37663049823865435,0.0,24.149994,1464497604700,,,1
move,-0.1040803780930375,-1.5000153,13.350052,1464497604700,,,0
move,0.0,0.90000916,3.9000092,1464497604700,,,0
move,0.0,-0.6000061,-1.5,1464497604700,,,0
move,0.0,-4.0500145,-22.199997,1464497604700,,,0
move,0.0,-2.2499943,-25.050018,1464497604700,,,0
move,0.0,1.0499973,9.149994,1464497604750,,,50
animation,,,,1464497604771,,,21
attack,,,,1464497604771,,,0
serverInfo,,,,1464497604771,0.8660211878637764,1.8573870058170505,0
move,0.0,2.2499962,16.050003,1464497604800,,,29
move,0.0,0.0,3.2999725,1464497604900,,,100
move,0.0,-0.75,1.050003,1464497604900,,,0
animation,,,,1464497604923,,,23
attack,,,,1464497604923,,,0
serverInfo,,,,1464497604923,0.8447425087485236,1.4094313551891415,0
move,0.0,-0.44999886,-8.399994,1464497604950,,,27
move,0.41999998688697815,0.29999924,-1.199997,1464497605000,,,50
move,0.33319999363422426,2.8500195,13.650024,1464497605100,,,100
move,0.24813599859093927,5.25,19.350006,1464497605100,,,0
animation,,,,1464497605139,,,39
attack,,,,1464497605139,,,0
serverInfo,,,,1464497605139,0.9159031697073123,1.5514307072942644,0
move,0.1647732818260721,1.9500122,5.5499725,1464497605150,,,11
move,0.08307781780646906,0.6000061,1.7999573,1464497605250,,,100
move,0.0,1.5000153,7.350006,1464497605250,,,0
animation,,,,1464497605264,,,14
attack,,,,1464497605264,,,0
serverInfo,,,,1464497605264,0.8745174558173145,1.7110467621911818,0
move,-0.07840000152587834,4.5000153,12.0,1464497605300,,,36
move,-0.15523200451660557,-0.90000916,16.049973,1464497605350,,,50
move,-0.23052736891296632,-2.5500221,18.449997,1464497605400,,,50
move,-0.30431682745754074,-4.050022,-5.399971,1464497605450,,,50
animation,,,,1464497605476,,,26
attack,,,,1464497605476,,,0
serverInfo,,,,1464497605476,0.5191312726507208,1.561365064527785,0
move,-0.37663049823865435,-4.350025,-23.550003,1464497605500,,,24
move,-0.1040803780930375,-1.3500061,-37.94999,1464497605550,,,50
move,0.0,0.7500076,-0.90000916,1464497605600,,,50
animation,,,,1464497605635,,,35
attack,,,,1464497605635,,,0
serverInfo,,,,1464497605635,0.4752178325262012,1.9544814846960523,0
move,0.0,-1.5000153,25.949982,1464497605650,,,15
move,0.0,-1.6500168,14.400017,1464497605700,,,50
move,0.0,-0.15000153,0.90000916,1464497605750,,,50
animation,,,,1464497605809,,,59
attack,,,,1464497605809,,,0
serverInfo,,,,1464497605809,0.406761607287971,1.9096853721291867,0
move,0.0,0.15000153,1.0500107,1464497605850,,,41
move,0.0,0.45000458,0.6000061,1464497605900,,,50
move,0.0,1.9500198,9.150009,1464497605900,,,0
animation,,,,1464497606471,,,571
attack,,,,1464497606471,,,0
serverInfo,,,,1464497606471,0.6026110384868798,2.9883096102042708,0
animation,,,,1464497606471,,,0
attack,,,,1464497606471,,,0
serverInfo,,,,1464497606471,0.6026110384868798,2.9883096102042708,0
animation,,,,1464497606471,,,0
attack,,,,1464497606471,,,0
serverInfo,,,,1464497606471,0.6026110384868798,2.9883096102042708,0
move,0.0,-1.8000107,2.7000122,1464497606500,,,29
move,0.0,-0.90000916,5.8500366,1464497606500,,,0
move,0.0,-1.4999962,1.5000153,1464497606500,,,0
move,0.0,-4.7999897,-4.650032,1464497606500,,,0
move,0.0,-4.7999916,-7.500023,1464497606500,,,0
move,0.0,-4.949991,-0.6000061,1464497606500,,,0
move,0.41999998688697815,-8.550001,10.95002,1464497606500,,,0
move,0.33319999363422426,-2.2500014,16.050003,1464497606500,,,0
move,0.24813599859093927,7.2000036,12.749977,1464497606500,,,0
move,0.1647732818260721,8.249993,12.89996,1464497606500,,,0
move,0.08307781780646906,3.2999916,23.7,1464497606500,,,0
move,0.0,1.199997,19.200005,1464497606500,,,0
animation,,,,1464497606536,,,36
move,-0.07840000152587834,2.699995,4.6500006,1464497606551,,,15
move,-0.15523200451660557,-2.399994,-20.849998,1464497606600,,,49
move,-0.23052736891296632,-2.8499966,-62.100014,1464497606650,,,50
animation,,,,1464497606675,,,25
animation,,,,1464497606675,,,0
move,-0.30431682745754074,2.5499935,-30.30001,1464497606700,,,25
animation,,,,1464497606743,,,43
move,-0.37663049823865435,2.8499928,5.100052,1464497606750,,,7
animation,,,,1464497606802,,,52
move,-0.1040803780930375,1.3499966,10.650009,1464497606850,,,48
move,0.0,1.3499966,24.750053,1464497606850,,,0
animation,,,,1464497606863,,,13
animation,,,,1464497606863,,,0
move,0.0,0.14999962,11.250008,1464497606900,,,37
animation,,,,1464497606915,,,15
move,0.0,0.0,-6.750023,1464497606950,,,35
move,0.0,-1.3499966,-15.450005,1464497607000,,,50
move,0.0,-1.7999954,-19.950005,1464497607050,,,50
animation,,,,1464497607086,,,36
attack,,,,1464497607086,,,0
serverInfo,,,,1464497607086,0.8612878666758612,1.6451077043907654,0
move,0.0,0.8999977,-1.9500122,1464497607100,,,14
move,0.0,-0.14999962,-1.3500137,1464497607150,,,50
move,0.0,-0.5999985,-6.150017,1464497607200,,,50
move,0.0,-1.199997,-17.850037,1464497607250,,,50
animation,,,,1464497607304,,,54
attack,,,,1464497607304,,,0
serverInfo,,,,1464497607304,0.7872396633796424,1.4081461465354757,0
move,0.0,2.5499935,-16.350082,1464497607350,,,46
move,0.0,2.5499935,-12.150009,1464497607350,,,0
move,0.0,4.950014,-9.599991,1464497607400,,,50
move,0.0,3.0000153,-3.1499481,1464497607450,,,50
animation,,,,1464497607487,,,37
attack,,,,1464497607487,,,0
serverInfo,,,,1464497607487,0.29231948424527127,1.1545816051753255,0
move,0.0,5.550007,-12.900085,1464497607500,,,13
move,0.0,1.950016,-8.550003,1464497607550,,,50
move,0.0,0.0,-2.5499878,1464497607600,,,50
animation,,,,1464497607618,,,18
attack,,,,1464497607618,,,0
serverInfo,,,,1464497607618,0.3543087921356713,0.9970016336951768,0
move,0.41999998688697815,-0.30000305,-5.2499847,1464497607651,,,33
move,0.33319999363422426,1.2000122,-7.2000275,1464497607700,,,49
move,0.24813599859093927,0.0,-3.0000153,1464497607750,,,50
move,0.1647732818260721,-0.90000916,-21.149979,1464497607800,,,50
animation,,,,1464497607822,,,22
attack,,,,1464497607822,,,0
serverInfo,,,,1464497607822,0.8500910912444781,1.403146340048474,0
move,0.08307781780646906,0.29999924,-16.800034,1464497607850,,,28
animation,,,,1464497607876,,,26
move,0.0,4.0500107,-11.100067,1464497607900,,,24
move,-0.07840000152587834,1.950016,-6.5999146,1464497608000,,,100
move,-0.15523200451660557,0.30000305,-1.0499573,1464497608000,,,0
animation,,,,1464497608022,,,22
attack,,,,1464497608022,,,0
serverInfo,,,,1464497608022,0.3525307383281881,1.3571580876930576,0
move,-0.23052736891296632,0.45000458,-0.7499695,1464497608050,,,28
move,-0.30431682745754074,0.0,-1.3499451,1464497608100,,,50
move,-0.37663049823865435,0.0,-0.4499817,1464497608150,,,50
move,-0.1040803780930375,1.2000046,-0.7499695,1464497608200,,,50
animation,,,,1464497608248,,,48
attack,,,,1464497608248,,,0
serverInfo,,,,1464497608248,0.1643679369802139,1.1001633084121312,0
move,0.41999998688697815,2.2500153,-2.3999023,1464497608250,,,2
move,0.33319999363422426,-3.9000015,0.8999634,1464497608300,,,50
move,0.24813599859093927,-5.400013,6.899872,1464497608350,,,50
animation,,,,1464497608382,,,32
attack,,,,1464497608382,,,0
serverInfo,,,,1464497608382,0.8380041088655086,1.280253017442196,0
move,0.1647732818260721,-6.299999,2.6998901,1464497608400,,,18
move,0.08307781780646906,-2.2500038,0.0,1464497608450,,,50
move,0.0,0.0,0.1499939,1464497608500,,,50
move,-0.07840000152587834,0.0,0.0,1464497608550,,,50
animation,,,,1464497608567,,,17
attack,,,,1464497608567,,,0
serverInfo,,,,1464497608567,0.8915733058817591,1.3903875929600156,0
move,-0.15523200451660557,0.0,0.0,1464497608600,,,33
move,-0.23052736891296632,-1.9500046,0.0,1464497608650,,,50
move,-0.30431682745754074,-0.45000458,-0.7499695,1464497608700,,,50
move,-0.37663049823865435,-1.5000153,-3.5998535,1464497608750,,,50
animation,,,,1464497608776,,,26
attack,,,,1464497608776,,,0
serverInfo,,,,1464497608776,0.729316680911246,1.7801864144537964,0
move,-0.1040803780930375,-1.950016,-8.399994,1464497608801,,,25
move,0.41999998688697815,-1.9500198,-3.1499023,1464497608850,,,49
move,0.33319999363422426,-1.949995,-4.0498657,1464497608900,,,50
animation,,,,1464497608957,,,57
move,0.24813599859093927,0.14999962,-5.099823,1464497609000,,,43
move,0.1647732818260721,0.44999886,-1.0499573,1464497609000,,,0
move,0.08307781780646906,0.44999886,0.4499817,1464497609051,,,51
move,0.0,1.8000069,7.9500427,1464497609100,,,49
animation,,,,1464497609129,,,29
attack,,,,1464497609130,,,1
serverInfo,,,,1464497609130,0.8679568519016811,3.0213901802342904,0
move,-0.07840000152587834,0.15000153,9.300049,1464497609150,,,20
move,-0.15523200451660557,-0.45000076,0.1499939,1464497609200,,,50
move,-0.23052736891296632,-0.45000076,0.0,1464497609300,,,100
move,-0.30431682745754074,-1.1999989,-5.849884,1464497609300,,,0
animation,,,,1464497609319,,,19
attack,,,,1464497609319,,,0
serverInfo,,,,1464497609319,0.8411512862910543,3.4125361838885113,0
move,-0.37663049823865435,-0.14999962,-0.2999878,1464497609351,,,32
animation,,,,1464497609370,,,19
move,-0.1040803780930375,-1.3499966,0.1499939,1464497609401,,,31
move,0.41999998688697815,-0.14999962,0.0,1464497609501,,,100
move,0.33319999363422426,0.0,0.0,1464497609501,,,0
animation,,,,1464497609512,,,11
move,0.24813599859093927,0.0,0.0,1464497609550,,,38
move,0.1647732818260721,0.0,0.0,1464497609600,,,50
move,0.08307781780646906,0.0,0.0,1464497609650,,,50
animation,,,,1464497609672,,,22
move,0.0,0.29999924,0.2999878,1464497609700,,,28
move,-0.07840000152587834,0.0,0.0,1464497609751,,,51
move,-0.15523200451660557,0.14999962,0.0,1464497609800,,,49
move,-0.23052736891296632,0.0,0.0,1464497609850,,,50
animation,,,,1464497609873,,,23
attack,,,,1464497609873,,,0
serverInfo,,,,1464497609873,0.869951184972968,3.6573151418580636,0
move,-0.30431682745754074,0.14999962,0.2999878,1464497609901,,,28
animation,,,,1464497609921,,,20
move,-0.37663049823865435,0.0,0.0,1464497609951,,,30
move,-0.1040803780930375,0.0,0.1499939,1464497610000,,,49
animation,,,,1464497610073,,,73
attack,,,,1464497610073,,,0
serverInfo,,,,1464497610073,0.8602405691222529,3.5815901070804275,0
move,0.41999998688697815,-1.949995,2.999878,1464497610100,,,27
move,0.33319999363422426,-0.29999924,0.1499939,1464497610101,,,1
move,0.24813599859093927,0.0,0.0,1464497610150,,,49
move,0.1647732818260721,0.0,0.1499939,1464497610200,,,50
animation,,,,1464497610255,,,55
attack,,,,1464497610255,,,0
serverInfo,,,,1464497610255,0.9256149009464322,3.700723341413918,0
move,0.08307781780646906,0.0,0.0,1464497610300,,,45
move,0.0,0.0,0.0,1464497610350,,,50
move,-0.07840000152587834,0.29999924,0.4499817,1464497610350,,,0
move,-0.15523200451660557,1.3499966,2.2499084,1464497610400,,,50
animation,,,,1464497610415,,,15
attack,,,,1464497610415,,,0
serverInfo,,,,1464497610415,0.9326556095342952,3.385292596869645,0
move,-0.23052736891296632,0.7499981,0.1499939,1464497610451,,,36
move,-0.30431682745754074,0.0,0.0,1464497610501,,,50
move,-0.37663049823865435,0.0,0.0,1464497610550,,,49
animation,,,,1464497610586,,,36
animation,,,,1464497610586,,,0
move,-0.1040803780930375,0.5999985,0.5999756,1464497610601,,,15
animation,,,,1464497610623,,,22
move,0.41999998688697815,1.3499966,-0.7499695,1464497610651,,,28
move,0.33319999363422426,0.0,-0.4499817,1464497610700,,,49
move,0.24813599859093927,0.0,0.0,1464497610750,,,50
animation,,,,1464497610787,,,37
attack,,,,1464497610787,,,0
serverInfo,,,,1464497610787,0.9314577361469338,2.8482578352393984,0
move,0.1647732818260721,1.2000046,-0.1499939,1464497610801,,,14
move,0.08307781780646906,0.45000076,-0.1499939,1464497610850,,,49
move,0.0,0.6000023,0.0,1464497610900,,,50
move,-0.07840000152587834,1.2000084,0.4499817,1464497610950,,,50
animation,,,,1464497610987,,,37
attack,,,,1464497610987,,,0
serverInfo,,,,1464497610987,0.9586053606867143,2.8735714359593407,0
move,-0.15523200451660557,0.9000015,0.2999878,1464497611001,,,14
move,-0.23052736891296632,0.0,0.1499939,1464497611050,,,49
move,-0.30431682745754074,0.0,-4.4998474,1464497611100,,,50
animation,,,,1464497611139,,,39
attack,,,,1464497611140,,,1
serverInfo,,,,1464497611140,0.904732073976867,2.415266951194793,0
move,-0.37663049823865435,0.6000061,-4.049835,1464497611150,,,10
move,-0.1040803780930375,0.15000153,-2.0999146,1464497611200,,,50
move,0.41999998688697815,0.0,-2.2499084,1464497611250,,,50
move,0.33319999363422426,0.7500076,-6.149811,1464497611300,,,50
animation,,,,1464497611319,,,19
attack,,,,1464497611319,,,0
serverInfo,,,,1464497611319,0.8165940664771283,2.3460286999365447,0
move,0.24813599859093927,0.0,-1.3499451,1464497611350,,,31
move,0.1647732818260721,-0.90000916,-0.8999634,1464497611401,,,51
move,0.08307781780646906,0.15000153,0.1499939,1464497611451,,,50
move,0.0,0.7500038,-0.5999756,1464497611501,,,50
animation,,,,1464497611526,,,25
attack,,,,1464497611526,,,0
serverInfo,,,,1464497611526,0.9656369222320027,2.5436400919489772,0
move,-0.07840000152587834,0.90000916,-6.7497864,1464497611551,,,25
move,-0.15523200451660557,-0.7500076,-4.0498962,1464497611600,,,49
move,-0.23052736891296632,-2.4000092,-0.4499817,1464497611651,,,51
move,-0.30431682745754074,-4.2000084,-2.0999146,1464497611701,,,50
animation,,,,1464497611744,,,43
attack,,,,1464497611744,,,0
serverInfo,,,,1464497611744,0.9380774357554774,2.331930684547812,0
move,-0.37663049823865435,-2.2499943,-0.4499817,1464497611751,,,7
move,-0.1040803780930375,-4.199991,-2.2499084,1464497611800,,,49
move,0.0,-2.9999924,-1.9499207,1464497611851,,,51
animation,,,,1464497611885,,,34
attack,,,,1464497611885,,,0
serverInfo,,,,1464497611885,0.8259840280743649,2.7328820164311702,0
move,0.0,-0.5999985,-2.5499573,1464497611901,,,16
move,0.0,-0.14999962,-0.2999878,1464497611950,,,49
move,0.0,0.14999962,-3.1499023,1464497612001,,,51
move,0.0,0.14999962,-9.450043,1464497612050,,,49
animation,,,,1464497612087,,,37
attack,,,,1464497612087,,,0
serverInfo,,,,1464497612087,0.8483818260191001,2.5014011640481675,0
move,0.0,0.5999985,-10.800049,1464497612101,,,14
move,0.0,0.5999985,-4.349945,1464497612151,,,50
move,0.0,0.0,-0.2999878,1464497612200,,,49
animation,,,,1464497612286,,,86
attack,,,,1464497612286,,,0
serverInfo,,,,1464497612286,0.8897963718965771,2.280005957109882,0
move,0.0,-0.14999962,-3.599884,1464497612300,,,14
move,0.0,0.0,-4.949829,1464497612301,,,1
move,0.0,-0.7499981,-7.1998596,1464497612351,,,50
move,0.0,-1.6499958,-7.19989,1464497612401,,,50
move,0.0,-1.3499966,-4.4998474,1464497612451,,,50
