# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,offset
move,-0.37663049823865435,-4.8000107,-6.75,1464491311882,50
animation,,,,1464491312255,373
attack,,,,1464491312255,0
animation,,,,1464491312255,0
attack,,,,1464491312255,0
animation,,,,1464491312255,0
attack,,,,1464491312255,0
move,-0.1040803780930375,-1.8000107,0.5999756,1464491312282,27
move,0.41999998688697815,-4.800007,2.5499268,1464491312282,0
move,0.33319999363422426,-5.999996,4.199936,1464491312282,0
move,0.24813599859093927,-1.6499958,0.75,1464491312282,0
move,0.1647732818260721,-0.29999924,-4.6499634,1464491312282,0
move,0.08307781780646906,-2.8499928,-9.750015,1464491312282,0
move,0.0,-0.5999985,-11.700027,1464491312282,0
move,-0.07840000152587834,3.2999916,-5.9999695,1464491312282,0
move,-0.15523200451660557,0.29999924,-0.89997864,1464491312332,50
move,-0.23052736891296632,1.3499966,-4.0499573,1464491312382,50
animation,,,,1464491312405,23
attack,,,,1464491312405,0
move,-0.30431682745754074,1.0499973,-5.099991,1464491312432,27
move,-0.37663049823865435,-1.0499973,-0.1499939,1464491312482,50
move,-0.1040803780930375,-7.049988,2.3999176,1464491312532,50
animation,,,,1464491312617,85
attack,,,,1464491312617,0
move,0.41999998688697815,-3.4499931,3.1499634,1464491312632,15
move,0.33319999363422426,-0.8999977,-0.1499939,1464491312632,0
move,0.24813599859093927,-3.899993,-3.449936,1464491312682,50
animation,,,,1464491312724,42
move,0.1647732818260721,-1.1999989,1.4999695,1464491312732,8
move,0.08307781780646906,0.5999985,-0.4499817,1464491312782,50
move,0.0,3.4499922,-7.3499756,1464491312832,50
move,-0.07840000152587834,1.0499973,-11.40004,1464491312882,50
animation,,,,1464491312905,23
attack,,,,1464491312905,0
move,-0.15523200451660557,-0.29999924,-0.15000916,1464491312932,27
move,-0.23052736891296632,-2.9999924,4.1999817,1464491312982,50
move,-0.30431682745754074,-3.5999956,5.9999847,1464491313032,50
animation,,,,1464491313062,30
attack,,,,1464491313062,0
move,-0.37663049823865435,-0.29999924,0.2999878,1464491313082,20
move,-0.1040803780930375,-0.14999962,0.1499939,1464491313132,50
animation,,,,1464491313218,86
attack,,,,1464491313218,0
move,0.0,-2.0999975,0.8999634,1464491313232,14
move,0.0,-0.7499981,2.2499542,1464491313232,0
move,0.0,-1.0499973,2.6999664,1464491313282,50
move,0.0,-1.0500002,2.6999664,1464491313332,50
move,0.0,0.0,0.0,1464491313382,50
animation,,,,1464491313428,46
attack,,,,1464491313428,0
move,0.0,0.0,0.0,1464491313432,4
move,0.0,0.1500001,1.3499908,1464491313482,50
move,0.0,0.6000004,10.199966,1464491313532,50
animation,,,,1464491313558,26
attack,,,,1464491313558,0
move,0.0,0.44999933,7.3499756,1464491313582,24
move,0.0,-0.29999924,1.4999847,1464491313632,50
animation,,,,1464491313730,98
attack,,,,1464491313730,0
move,0.0,-0.3000002,1.3499756,1464491313732,2
move,0.0,0.1500001,1.1999817,1464491313732,0
move,0.0,0.0,1.199997,1464491313782,50
move,0.0,0.1500001,6.599991,1464491313832,50
animation,,,,1464491313869,37
attack,,,,1464491313869,0
move,0.0,0.8999977,5.699951,1464491313882,13
move,0.0,1.3499966,5.8499756,1464491313932,50
move,0.0,-0.7499981,7.650009,1464491313982,50
animation,,,,1464491314069,87
attack,,,,1464491314069,0
move,0.0,-0.7499981,2.5499573,1464491314082,13
move,0.0,0.0,1.7999878,1464491314082,0
move,0.0,-0.14999962,0.30000305,1464491314132,50
move,0.0,0.0,0.1499939,1464491314182,50
animation,,,,1464491314237,55
attack,,,,1464491314237,0
move,0.0,-0.29999924,0.59999084,1464491314282,45
move,0.0,-1.5,4.1999054,1464491314282,0
move,0.0,-0.4500003,1.4999695,1464491314332,50
animation,,,,1464491314354,22
attack,,,,1464491314354,0
move,0.0,-0.1500001,0.59999084,1464491314382,28
move,0.0,-1.3500009,3.599945,1464491314432,50
move,0.0,-1.0500004,0.74998474,1464491314482,50
animation,,,,1464491314534,52
attack,,,,1464491314534,0
move,0.0,0.0,0.1499939,1464491314582,48
move,0.0,-0.1500001,0.4499817,1464491314582,0
move,0.0,0.29999995,3.899994,1464491314632,50
animation,,,,1464491314689,57
attack,,,,1464491314689,0
move,0.0,2.1000013,8.099991,1464491314732,43
move,0.0,2.5499997,7.0499725,1464491314732,0
move,0.0,-0.44999886,0.5999756,1464491314782,50
move,0.0,0.0,0.1499939,1464491314832,50
animation,,,,1464491314854,22
attack,,,,1464491314854,0
move,0.0,0.14999962,0.1499939,1464491314882,28
move,0.0,0.14999962,0.75,1464491314932,50
move,0.0,0.0,4.6500397,1464491314982,50
animation,,,,1464491315035,53
attack,,,,1464491315035,0
move,0.0,0.29999924,0.45000458,1464491315083,48
move,0.0,0.3000002,0.0,1464491315083,0
move,0.0,0.44999886,-1.5000153,1464491315132,49
move,0.0,1.949995,-4.200035,1464491315182,50
animation,,,,1464491315217,35
attack,,,,1464491315217,0
move,0.0,1.7999954,-5.099945,1464491315232,15
move,0.0,0.14999962,-1.0499878,1464491315282,50
move,0.0,0.14999962,0.0,1464491315332,50
animation,,,,1464491315380,48
attack,,,,1464491315380,0
move,0.0,0.0,-0.1499939,1464491315383,3
move,0.0,-0.29999924,-1.0499725,1464491315482,99
move,0.0,-2.0999956,-3.5999146,1464491315483,1
move,0.0,-1.0499973,-2.999939,1464491315532,49
animation,,,,1464491315556,24
attack,,,,1464491315556,0
move,0.0,0.0,-1.0499878,1464491315583,27
move,0.0,-0.8999977,-1.9499664,1464491315683,100
move,0.0,-1.349997,-6.2999725,1464491315683,0
animation,,,,1464491315707,24
attack,,,,1464491315707,0
move,0.0,-0.1500001,-2.9999847,1464491315733,26
move,0.0,0.0,-2.399994,1464491315783,50
move,0.0,0.0,0.0,1464491315883,100
move,0.0,0.0,-1.0499878,1464491315883,0
animation,,,,1464491315906,23
attack,,,,1464491315906,0
move,0.0,0.0,0.0,1464491315933,27
move,0.0,-0.1500001,0.0,1464491315983,50
move,0.0,-0.4500003,-0.8999634,1464491316033,50
animation,,,,1464491316078,45
attack,,,,1464491316078,0
move,0.0,-0.1500001,-3.449997,1464491316083,5
move,0.0,0.7500005,-6.2999573,1464491316183,100
move,0.0,0.5999994,-9.7500305,1464491316183,0
move,0.0,1.4999962,-10.049988,1464491316233,50
animation,,,,1464491316259,26
attack,,,,1464491316259,0
move,0.0,1.4999962,-3.4499512,1464491316283,24
move,0.376375000000003,0.0,0.0,1464491316333,50
move,0.29044750565290656,-1.0499973,-5.6999664,1464491316383,50
animation,,,,1464491316405,22
move,0.20623855955381742,-0.29999924,-4.049988,1464491316433,28
move,0.12371379077054456,0.29999924,-2.9999847,1464491316483,50
move,0.04283951578890566,0.0,0.8999939,1464491316533,50
move,-0.03641727523564953,0.5999985,11.400009,1464491316583,50
animation,,,,1464491316639,56
move,-0.11408893195141445,0.29999924,22.5,1464491316683,44
move,-0.190207157014342,-0.5999985,4.7999725,1464491316683,0
move,-0.26480301902784475,-0.4499998,-0.4499817,1464491316733,50
move,-0.33790696522388686,-1.949995,-10.199982,1464491316783,50
move,-0.09619102331303964,-0.4499998,-3.4499817,1464491316833,50
animation,,,,1464491316872,39
move,0.0,0.0,1.949997,1464491316933,61
move,0.0,0.0,5.9999847,1464491316983,50
move,0.2763750000000016,0.0,0.75,1464491317033,50
animation,,,,1464491317086,53
move,0.19244750374555508,0.0,-0.2999878,1464491317133,47
move,0.11019855581540838,0.0,0.0,1464491317183,50
animation,,,,1464491317241,58
move,-0.019802722116722293,0.4499998,1.0499878,1464491317283,42
move,-0.12680936371203444,0.14999962,0.0,1464491317283,0
move,-0.20267318038236937,1.3499975,4.0499573,1464491317333,50
move,-0.22973579334983896,1.3499966,6.1500244,1464491317433,100
animation,,,,1464491317443,10
move,0.0,1.6499958,6.7499695,1464491317483,40
move,0.0,-1.0499973,12.750015,1464491317483,0
move,0.0,-2.5499945,3.149994,1464491317533,50
animation,,,,1464491317564,31
move,0.0,-0.14999962,-4.1999664,1464491317583,19
move,0.0,0.29999924,-1.0499878,1464491317683,100
move,0.0,0.29999924,0.4499817,1464491317733,50
animation,,,,1464491317773,40
attack,,,,1464491317773,0
move,0.0,1.3499966,6.2999573,1464491317783,10
move,0.0,1.0499973,1.6499634,1464491317784,1
move,0.0,2.699994,10.349976,1464491317834,50
move,0.0,0.44999886,12.150002,1464491317883,49
animation,,,,1464491317919,36
attack,,,,1464491317919,0
move,0.0,1.0499973,1.3500137,1464491317934,15
move,0.0,2.9999924,3.150032,1464491317983,49
move,0.0,0.29999924,3.6000214,1464491318034,51
move,0.0,-0.44999886,7.800049,1464491318083,49
animation,,,,1464491318119,36
move,0.0,0.29999924,11.549965,1464491318134,15
move,0.0,2.2499943,11.399979,1464491318183,49
move,0.0,0.7499981,21.450016,1464491318284,101
move,0.0,-2.399994,13.799995,1464491318284,0
animation,,,,1464491318319,35
attack,,,,1464491318319,0
move,0.0,0.29999924,-0.14999771,1464491318334,15
move,0.0,0.44999886,-0.7500038,1464491318384,50
move,0.0,0.14999962,0.15000153,1464491318434,50
animation,,,,1464491318520,86
attack,,,,1464491318520,0
move,0.0,1.4999962,9.450008,1464491318534,14
move,0.0,0.0,1.7999973,1464491318534,0
move,0.0,-0.5999985,1.3499966,1464491318584,50
animation,,,,1464491318669,85
attack,,,,1464491318669,0
move,0.0,-0.5999985,0.8999977,1464491318684,15
move,0.0,0.0,0.14999962,1464491318684,0
move,0.0,0.0,1.0499973,1464491318734,50
move,0.0,-1.4999962,4.9499893,1464491318784,50
move,0.0,-2.399994,7.8,1464491318884,100
animation,,,,1464491318894,10
attack,,,,1464491318894,0
move,0.0,0.8999977,10.649999,1464491318934,40
move,0.0,0.7499981,3.3000002,1464491318934,0
move,0.0,-1.3499966,1.5000007,1464491318984,50
move,0.0,-3.4499931,-9.900001,1464491319034,50
animation,,,,1464491319066,32
move,0.0,-0.5999985,-7.7999983,1464491319084,18
move,0.0,0.29999924,-0.5999994,1464491319134,50
move,0.0,-0.14999962,7.199999,1464491319184,50
move,0.0,-1.199997,11.699999,1464491319234,50
animation,,,,1464491319269,35
attack,,,,1464491319269,0
move,0.0,-0.14999962,0.45000076,1464491319284,15
move,0.0,0.0,-3.6000006,1464491319334,50
move,0.0,-2.5499954,-6.8999996,1464491319384,50
move,0.0,-1.4999981,-3.7500005,1464491319484,100
animation,,,,1464491319487,3
attack,,,,1464491319487,0
move,0.0,0.29999924,0.4500003,1464491319534,47
move,0.0,0.0,0.0,1464491319534,0
move,0.0,0.4499998,-0.1500001,1464491319584,50
animation,,,,1464491319617,33
attack,,,,1464491319617,0
move,0.0,1.6499958,-4.2000012,1464491319634,17
move,0.0,3.5999918,-7.4999933,1464491319684,50
move,0.0,0.29999924,-1.0499973,1464491319784,100
move,0.0,-0.8999977,-3.7499924,1464491319784,0
animation,,,,1464491319820,36
attack,,,,1464491319820,0
move,0.0,-0.14999962,-0.44999886,1464491319835,15
move,0.0,0.44999886,-3.899994,1464491319884,49
move,0.0,0.14999962,-7.7999916,1464491319934,50
move,0.0,-2.0999947,-13.64999,1464491319984,50
animation,,,,1464491320034,50
move,0.0,0.5999985,-9.449993,1464491320034,0
move,0.0,1.3499966,-4.0500145,1464491320084,50
move,0.0,-1.0499973,-10.350018,1464491320134,50
move,0.0,-2.8499947,-23.250023,1464491320184,50
animation,,,,1464491320220,36
attack,,,,1464491320220,0
move,0.0,-0.29999924,-6.8999786,1464491320334,114
move,0.0,-1.199997,4.5000305,1464491320334,0
animation,,,,1464491320360,26
attack,,,,1464491320361,1
move,0.0,0.0,0.45000458,1464491320385,24
move,0.0,2.0999947,-4.3500443,1464491320434,49
move,0.376375000000003,0.4499998,1.3500137,1464491320534,100
move,0.29044750565290656,2.399994,13.799965,1464491320535,1
animation,,,,1464491320571,36
attack,,,,1464491320572,1
move,0.20623855955381742,2.2499943,5.250038,1464491320585,13
move,0.12371379077054456,1.6499968,9.749992,1464491320635,50
move,0.04283951578890566,-2.2499952,-1.4999924,1464491320685,50
animation,,,,1464491320744,59
attack,,,,1464491320744,0
move,-0.03641727523564953,-0.3000002,-10.049988,1464491320785,41
move,-0.11408893195141445,1.6499958,-7.200035,1464491320785,0
move,-0.190207157014342,0.29999924,-1.6500168,1464491320885,100
move,-0.26480301902784475,-2.0999947,9.149994,1464491320885,0
animation,,,,1464491320922,37
move,-0.33790696522388686,-0.29999924,1.6500092,1464491320935,13
move,-0.09619102331303964,-0.29999924,0.30000305,1464491320985,50
move,0.0,-3.7499971,-1.9500198,1464491321085,100
move,0.0,-2.6999965,-0.30000305,1464491321085,0
animation,,,,1464491321121,36
move,0.0,-0.3000002,0.45000458,1464491321135,14
move,0.0,-0.4500003,0.45000458,1464491321185,50
animation,,,,1464491321254,69
move,0.0,-0.7500005,0.90000916,1464491321285,31
move,0.0,-0.3000002,2.550026,1464491321285,0
move,0.0,-0.3000002,2.250023,1464491321335,50
move,0.0,-1.500001,5.550041,1464491321385,50
move,0.0,-0.3000002,-0.6000061,1464491321485,100
move,0.0,0.7500005,-3.150032,1464491321485,0
move,0.0,2.4000015,-7.3500214,1464491321535,50
move,0.41999998688697815,2.699997,-7.0500183,1464491321585,50
move,0.33319999363422426,2.0999985,-0.15000153,1464491321635,50
move,0.24813599859093927,3.449997,0.90000916,1464491321685,50
move,0.1647732818260721,5.6999884,1.9500198,1464491321785,100
move,0.08307781780646906,4.199993,1.9500198,1464491321785,0
move,0.0,0.44999886,0.0,1464491321835,50
move,-0.07840000152587834,0.0,0.0,1464491321885,50
move,-0.15523200451660557,-0.5999985,0.0,1464491321935,50
move,-0.23052736891296632,-2.8499928,0.7500076,1464491321985,50
animation,,,,1464491322056,71
attack,,,,1464491322056,0
move,-0.30431682745754074,-4.64999,-3.0000305,1464491322085,29
move,-0.37663049823865435,-2.0999947,-3.9000397,1464491322085,0
move,-0.1040803780930375,0.0,0.0,1464491322135,50
move,0.0,0.0,-1.3500137,1464491322185,50
move,0.21074999999999733,0.14999962,-1.2000046,1464491322235,50
animation,,,,1464491322258,23
move,0.12813500249385612,4.1999893,-7.800003,1464491322285,27
move,0.04717230336208189,3.2999935,-0.44999695,1464491322335,50
move,-0.032171143331297,0.29999924,5.4000473,1464491322435,100
animation,,,,1464491322458,23
attack,,,,1464491322458,0
move,-0.10992772260416217,-0.14999962,7.650032,1464491322485,27
move,-0.1861291717746667,-2.8499928,11.849968,1464491322485,0
move,-0.057829268145809465,-3.4499912,9.150024,1464491322535,50
move,0.0,-3.2999935,7.050045,1464491322585,50
animation,,,,1464491322620,35
move,0.0,-0.7499981,1.6500092,1464491322635,15
move,0.0,-0.14999962,0.15000153,1464491322685,50
move,0.376375000000003,-0.5999985,1.2000046,1464491322735,50
move,0.29044750565290656,-0.7499981,13.200001,1464491322785,50
animation,,,,1464491322813,28
move,0.20623855955381742,0.0,11.700001,1464491322835,22
move,0.12371379077054456,0.14999962,0.30000305,1464491322885,50
move,0.04283951578890566,-0.29999924,0.15000153,1464491322985,100
move,-0.03641727523564953,-1.6499958,-13.799992,1464491322985,0
move,-0.11408893195141445,0.8999977,-11.249992,1464491323035,50
animation,,,,1464491323057,22
move,-0.190207157014342,2.3999949,-2.1000137,1464491323085,28
move,-0.26480301902784475,0.14999962,-0.15000153,1464491323135,50
move,-0.33790696522388686,-0.14999962,-0.45000458,1464491323185,50
animation,,,,1464491323261,76
move,-0.09619102331303964,0.0,0.0,1464491323285,24
move,0.0,-0.44999886,3.2999992,1464491323335,50
move,0.0,-1.4999962,5.2500114,1464491323385,50
animation,,,,1464491323461,76
move,0.0,-0.29999924,0.45000458,1464491323485,24
move,0.0,0.0,0.0,1464491323485,0
move,0.0,0.0,0.0,1464491323585,100
move,0.0,-0.29999924,1.0500069,1464491323585,0
animation,,,,1464491323960,375
animation,,,,1464491323960,0
animation,,,,1464491323960,0
animation,,,,1464491323960,0
move,0.0,-0.14999962,1.050003,1464491323985,25
move,0.0,0.5999985,-1.2000122,1464491323985,0
move,0.0,0.29999924,-3.8999977,1464491323985,0
move,0.0,1.1999979,-6.000004,1464491323985,0
move,0.0,3.7499952,1.5000153,1464491323985,0
move,0.0,3.7499933,3.6000175,1464491323985,0
move,0.0,5.699991,17.399998,1464491323985,0
move,0.0,4.9499874,4.20002,1464491323985,0
animation,,,,1464491324022,37
move,0.0,3.1500072,5.850006,1464491324035,13
move,0.0,-1.650013,19.199999,1464491324085,50
animation,,,,1464491324121,36
animation,,,,1464491324121,0
move,0.0,-2.5499935,18.300001,1464491324135,14
animation,,,,1464491324164,29
move,0.0,-0.29999924,14.700005,1464491324185,21
move,0.0,-3.5999908,4.949993,1464491324285,100
move,0.0,-0.8999977,0.44999886,1464491324285,0
animation,,,,1464491324312,27
animation,,,,1464491324312,0
move,0.376375000000003,1.0499973,8.700003,1464491324335,23
move,0.29044750565290656,0.8999977,18.449997,1464491324385,50
move,0.20623855955381742,0.44999886,24.449997,1464491324485,100
move,0.12371379077054456,2.399994,17.099983,1464491324485,0
animation,,,,1464491324522,37
attack,,,,1464491324522,0
move,0.04283951578890566,3.4500027,5.550003,1464491324535,13
move,-0.03641727523564953,-0.15000153,-1.949997,1464491324585,50
move,-0.11408893195141445,0.6000061,-19.500015,1464491324635,50
animation,,,,1464491324686,51
attack,,,,1464491324686,0
move,-0.190207157014342,2.400013,-1.949997,1464491324735,49
move,-0.26480301902784475,1.2000084,6.150017,1464491324735,0
move,-0.33790696522388686,-3.450016,17.849998,1464491324785,50
move,-0.09619102331303964,-3.149994,14.849991,1464491324835,50
animation,,,,1464491324891,56
animation,,,,1464491324891,0
animation,,,,1464491324922,31
move,0.0,2.25,9.750008,1464491324935,13
move,0.0,-1.6499996,12.300034,1464491324936,1
move,0.0,-4.7999897,10.050003,1464491324985,49
move,0.0,-1.3499966,19.34999,1464491325035,50
animation,,,,1464491325065,30
attack,,,,1464491325065,0
move,0.0,0.7499981,34.50006,1464491325086,21
move,0.0,-2.2499943,21.299973,1464491325135,49
move,0.0,-1.3499966,-6.3000336,1464491325185,50
animation,,,,1464491325206,21
move,0.0,4.349989,-10.650009,1464491325236,30
animation,,,,1464491325253,17
move,0.0,2.5499954,-2.6999664,1464491325286,33
move,0.0,0.0,-15.749985,1464491325335,49
move,0.0,-0.7499981,-46.200012,1464491325385,50
animation,,,,1464491325421,36
attack,,,,1464491325421,0
move,0.0,-1.7999973,-45.749977,1464491325435,14
move,0.0,-2.0999985,-3.7499924,1464491325485,50
animation,,,,1464491325551,66
move,0.0,-4.0499916,-1.2000122,1464491325585,34
move,0.0,-0.44999886,-0.15000153,1464491325586,1
move,0.0,-1.6499958,-5.4000397,1464491325635,49
move,0.0,-6.2999945,-15.599991,1464491325685,50
animation,,,,1464491325771,86
move,0.0,-2.3999977,-6.599991,1464491325785,14
move,0.0,0.44999886,-1.5000153,1464491325786,1
move,0.0,0.0,-0.15000153,1464491325836,50
move,0.0,-1.3499966,-4.5000114,1464491325885,49
move,0.0,-0.9000001,-0.7500038,1464491325935,50
animation,,,,1464491325968,33
move,0.0,-0.1500001,-0.15000153,1464491325985,17
move,0.0,-0.4500003,0.30000687,1464491326085,100
move,0.0,1.5000005,17.250011,1464491326135,50
move,0.41999998688697815,4.199997,-0.30000305,1464491326135,0
animation,,,,1464491326177,42
attack,,,,1464491326177,0
move,0.33319999363422426,6.449996,-17.7,1464491326186,9
move,0.24813599859093927,3.7499905,-4.950012,1464491326236,50
move,0.1647732818260721,3.2999916,0.6000061,1464491326286,50
animation,,,,1464491326307,21
move,0.08307781780646906,5.6999893,6.0,1464491326336,29
animation,,,,1464491326371,35
move,0.0,8.399994,12.299984,1464491326386,15
move,0.4000000000000057,5.8500023,24.900017,1464491326436,50
move,0.31360000610351335,-3.7500153,21.600021,1464491326486,50
animation,,,,1464491326510,24
attack,,,,1464491326510,0
move,0.22892801043701638,-2.400013,4.650009,1464491326536,26
move,0.14594945306885165,-0.7500076,1.8000183,1464491326586,50
