# EVENT,Y_DELTA,PITCH,YAW,TIMESTAMP,offset
move,0.14594945306885165,19.39997,272.44998,1464490198220,49
move,0.06463046526535265,18.199972,269.00006,1464490198270,50
animation,,,,1464490198299,29
move,-0.015062144333100491,19.699968,270.35,1464490198320,21
move,-0.09316090325960147,21.649963,280.09998,1464490198370,50
move,-0.16969768849719458,21.499964,298.09998,1464490198420,50
animation,,,,1464490198446,26
move,-0.24470373948985014,19.999968,296.15005,1464490198470,24
move,-0.318209670893296,19.999968,293.00012,1464490198521,51
move,-0.3874472648440985,19.699968,294.65005,1464490198570,49
move,0.2763750000000016,17.449974,297.64993,1464490198620,50
animation,,,,1464490198638,18
move,0.19244750374555508,15.949978,300.9498,1464490198671,33
move,0.11019855581541549,14.899981,302.14975,1464490198720,49
move,-0.019802722116722293,11.749988,303.79974,1464490198820,100
animation,,,,1464490198859,39
move,-0.12680936371204155,10.9999895,300.34988,1464490198871,12
move,-0.20267318038237647,10.549991,299.7499,1464490198921,50
move,-0.22973579334983185,11.29999,299.7499,1464490198971,50
move,0.0,12.649987,304.24976,1464490199021,50
animation,,,,1464490199057,36
move,0.4216250000000059,12.649987,306.49966,1464490199071,14
move,0.33479250651598136,11.7499895,302.44968,1464490199121,50
move,0.2496966612454372,8.599997,277.39978,1464490199171,50
animation,,,,1464490199193,22
