# EVENT,Y_DELTA,PITCH_DELTA,YAW_DELTA,TIMESTAMP,offset
move,0.33319999363422426,0.29999924,25.499023,1464492717799,28
move,0.24813599859093927,0.0,38.69922,1464492717849,50
move,0.1647732818260721,1.199997,54.600098,1464492717899,50
move,0.08307781780646906,-1.199997,52.350098,1464492717949,50
animation,,,,1464492717972,23
move,0.0,-1.199997,46.20117,1464492717999,27
animation,,,,1464492718012,13
move,-0.07840000152587834,-2.8499928,44.24951,1464492718049,37
move,-0.15523200451660557,-3.5999908,40.04883,1464492718099,50
move,-0.23052736891296632,-1.199997,47.098633,1464492718149,50
animation,,,,1464492718174,25
move,-0.30431682745754074,2.6999931,59.249023,1464492718199,25
move,-0.37663049823865435,-1.199997,50.69922,1464492718249,50
move,-0.1040803780930375,-0.7499981,30.75,1464492718299,50
move,0.41999998688697815,0.8999977,5.3999023,1464492718349,50
animation,,,,1464492718376,27
move,0.33319999363422426,2.9999924,-11.399414,1464492718399,23
move,0.24813599859093927,1.6499958,-40.050293,1464492718449,50
move,0.1647732818260721,-0.29999924,-56.999023,1464492718499,50
animation,,,,1464492718549,50
animation,,,,1464492718549,0
move,0.08307781780646906,-0.14999962,-58.649414,1464492718549,0
animation,,,,1464492718575,26
move,0.0,1.4999962,-29.699707,1464492718599,24
animation,,,,1464492718614,15
move,-0.07840000152587834,-3.4499931,-7.1992188,1464492718649,35
move,-0.15523200451660557,-13.800003,3.2978516,1464492718699,50
animation,,,,1464492718741,42
animation,,,,1464492718741,0
move,-0.23052736891296632,-20.25,3.7475586,1464492718749,8
animation,,,,1464492718777,28
move,-0.30431682745754074,2.861023E-6,15.600098,1464492718799,22
animation,,,,1464492718815,16
move,-0.37663049823865435,15.6,30.149902,1464492718849,34
move,-0.1040803780930375,7.5,16.050293,1464492718899,50
animation,,,,1464492718920,21
attack,,,,1464492718920,0
move,0.41999998688697815,6.0,-1.3491211,1464492718949,29
move,0.33319999363422426,4.349991,-3.2988281,1464492718999,50
move,0.24813599859093927,2.8499928,0.0,1464492719049,50
move,0.1647732818260721,-1.0499973,1.3491211,1464492719099,50
animation,,,,1464492719130,31
animation,,,,1464492719130,0
move,0.08307781780646906,-6.5999985,4.498047,1464492719149,19
animation,,,,1464492719179,30
move,0.0,-24.45,17.09961,1464492719199,20
move,-0.07840000152587834,-42.149998,44.700195,1464492719249,50
move,-0.15523200451660557,-37.981243,64.20117,1464492719299,50
animation,,,,1464492719339,40
attack,,,,1464492719339,0
move,-0.23052736891296632,0.0,83.84961,1464492719349,10
move,-0.30431682745754074,2.550003,89.850586,1464492719399,50
move,-0.37663049823865435,23.700008,80.3999,1464492719449,50
move,-0.1040803780930375,35.249992,53.549805,1464492719499,50
move,0.41999998688697815,30.600002,25.649902,1464492719549,50
animation,,,,1464492719581,32
animation,,,,1464492719581,0
move,0.33319999363422426,34.65,16.201172,1464492719599,18
animation,,,,1464492719618,19
move,0.24813599859093927,39.900024,8.249023,1464492719649,31
animation,,,,1464492719682,33
move,0.1647732818260721,13.349968,14.55127,1464492719699,17
move,0.08307781780646906,-0.6000061,6.8999023,1464492719749,50
animation,,,,1464492719784,35
animation,,,,1464492719784,0
move,0.0,-14.249977,3.4487305,1464492719799,15
animation,,,,1464492719823,24
move,-0.07840000152587834,-17.25,5.2475586,1464492719849,26
animation,,,,1464492719882,33
move,-0.15523200451660557,-17.249989,1.4990234,1464492719899,17
move,-0.23052736891296632,-10.199993,-12.600098,1464492719949,50
move,-0.30431682745754074,-1.949995,-11.550293,1464492719999,50
animation,,,,1464492720015,16
animation,,,,1464492720015,0
move,-0.37663049823865435,4.649996,20.25,1464492720049,34
animation,,,,1464492720098,49
move,-0.1040803780930375,-0.29999542,49.50049,1464492720099,1
move,0.41999998688697815,-12.150003,70.501465,1464492720149,50
animation,,,,1464492720185,36
animation,,,,1464492720185,0
move,0.33319999363422426,-10.8,48.75,1464492720199,14
animation,,,,1464492720247,48
move,0.24813599859093927,0.4499979,15.299805,1464492720249,2
move,0.1647732818260721,0.15000057,-2.9995117,1464492720299,50
move,0.08307781780646906,2.0999975,-0.89990234,1464492720349,50
animation,,,,1464492720370,21
animation,,,,1464492720370,0
animation,,,,1464492720425,55
move,-0.07840000152587834,13.79999,11.697754,1464492720449,24
move,-0.15523200451660557,9.449999,27.750488,1464492720499,50
move,-0.23052736891296632,-0.6000023,13.349121,1464492720549,50
move,-0.30431682745754074,-0.75,-0.75,1464492720599,50
move,-0.37663049823865435,0.0,-5040.0,1464492720649,50
animation,,,,1464492720686,37
animation,,,,1464492720686,0
move,-0.1040803780930375,0.0,0.0,1464492720699,13
animation,,,,1464492720739,40
move,0.41999998688697815,0.0,0.0,1464492720749,10
move,0.33319999363422426,0.0,0.0,1464492720799,50
move,0.24813599859093927,0.0,0.0,1464492720849,50
move,0.1647732818260721,0.0,0.0,1464492720899,50
move,0.08307781780646906,0.0,0.0,1464492720949,50
animation,,,,1464492721011,62
animation,,,,1464492721011,0
animation,,,,1464492721026,15
move,0.0,-0.7500076,5035.3506,1464492721049,23
move,-0.07840000152587834,-0.15000153,-2.6992188,1464492721049,0
move,-0.15523200451660557,1.0500107,-5.248047,1464492721099,50
move,-0.23052736891296632,2.7000275,-12.750977,1464492721149,50
animation,,,,1464492721184,35
attack,,,,1464492721184,0
move,-0.30431682745754074,1.2000084,-1.9492188,1464492721199,15
move,-0.37663049823865435,0.0,-5040.0,1464492721249,50
move,-0.1040803780930375,0.15000153,5039.85,1464492721299,50
animation,,,,1464492721320,21
attack,,,,1464492721320,0
move,0.41999998688697815,0.15000153,13.798828,1464492721349,29
animation,,,,1464492721388,39
move,0.33319999363422426,-5.8500023,66.899414,1464492721399,11
move,0.24813599859093927,-14.850002,146.09961,1464492721449,50
move,0.1647732818260721,-16.350002,164.3999,1464492721499,50
move,0.08307781780646906,-11.25,125.69922,1464492721549,50
move,0.0,4.350001,93.30078,1464492721599,50
move,-0.07840000152587834,10.200001,70.052246,1464492721649,50
move,-0.15523200451660557,4.499999,66.45215,1464492721699,50
move,-0.23052736891296632,3.2999964,59.100586,1464492721749,50
move,-0.30431682745754074,5.399992,32.99951,1464492721799,50
move,-0.37663049823865435,2.3999958,-1.0498047,1464492721849,50
move,-0.1040803780930375,-0.14999962,-18.750488,1464492721899,50
move,0.41999998688697815,-2.2499943,-44.84961,1464492721949,50
move,0.33319999363422426,-1.0499973,-55.049805,1464492721999,50
animation,,,,1464492722017,18
animation,,,,1464492722017,0
move,0.24813599859093927,0.0,-39.75049,1464492722049,32
animation,,,,1464492722085,36
move,0.1647732818260721,2.6999931,-15.450684,1464492722099,14
animation,,,,1464492722141,42
move,0.08307781780646906,0.7499981,0.44970703,1464492722149,8
move,-0.07840000152587834,8.699993,34.949707,1464492722249,100
animation,,,,1464492722270,21
attack,,,,1464492722270,0
move,-0.15523200451660557,6.3000126,28.050293,1464492722299,29
move,-0.23052736891296632,0.30000305,6.148926,1464492722349,50
move,-0.30431682745754074,-0.7500076,-0.5996094,1464492722399,50
animation,,,,1464492722431,32
attack,,,,1464492722431,0
move,-0.37663049823865435,0.0,0.14990234,1464492722449,18
move,-0.1040803780930375,-1.5000076,1.7988281,1464492722549,100
move,0.41999998688697815,-0.45000458,-2.099121,1464492722549,0
move,0.33319999363422426,-0.90000916,-8.850586,1464492722599,50
animation,,,,1464492722616,17
attack,,,,1464492722616,0
move,0.24813599859093927,0.30000305,-2.399414,1464492722649,33
move,0.1647732818260721,-0.15000153,-2.8486328,1464492722699,50
move,0.08307781780646906,-0.15000153,-10.501953,1464492722749,50
animation,,,,1464492722798,49
attack,,,,1464492722798,0
move,-0.07840000152587834,1.9500122,-2.2495117,1464492722850,52
move,-0.15523200451660557,-0.15000153,2.099121,1464492722900,50
move,-0.23052736891296632,0.0,-5760.0,1464492722950,50
animation,,,,1464492722962,12
attack,,,,1464492722962,0
move,-0.30431682745754074,0.0,0.0,1464492723000,38
move,-0.37663049823865435,0.0,0.0,1464492723050,50
move,-0.1040803780930375,0.0,0.0,1464492723100,50
move,0.41999998688697815,0.0,0.0,1464492723150,50
animation,,,,1464492723161,11
attack,,,,1464492723161,0
move,0.33319999363422426,0.0,0.0,1464492723200,39
move,0.24813599859093927,0.0,0.0,1464492723250,50
move,0.1647732818260721,0.0,0.0,1464492723300,50
move,0.08307781780646906,0.0,0.0,1464492723350,50
animation,,,,1464492723385,35
attack,,,,1464492723385,0
move,-0.07840000152587834,-0.6000023,5759.4,1464492723450,65
move,-0.15523200451660557,1.0500107,-3.4492188,1464492723499,49
move,-0.23052736891296632,-0.15000153,-9.0,1464492723550,51
animation,,,,1464492723623,73
attack,,,,1464492723623,0
move,-0.30431682745754074,-1.3500137,-6.148926,1464492723650,27
move,-0.37663049823865435,-1.800003,18.750488,1464492723650,0
move,-0.1040803780930375,-13.499998,86.55078,1464492723700,50
move,0.41999998688697815,-18.45,145.0498,1464492723750,50
move,0.33319999363422426,-7.7999997,126.299805,1464492723800,50
animation,,,,1464492723835,35
move,0.24813599859093927,6.3,75.59961,1464492723850,15
move,0.1647732818260721,7.3500004,32.699707,1464492723950,100
move,0.08307781780646906,5.249999,25.497559,1464492723950,0
move,0.0,0.7499981,22.349121,1464492724000,50
animation,,,,1464492724042,42
move,-0.07840000152587834,1.6499968,18.899902,1464492724050,8
move,-0.15523200451660557,2.3999949,8.249023,1464492724100,50
move,-0.23052736891296632,1.199997,4.3481445,1464492724150,50
move,-0.30431682745754074,-0.29999924,-7.0498047,1464492724200,50
animation,,,,1464492724208,8
move,-0.37663049823865435,5.9999905,2.25,1464492724250,42
move,-0.1040803780930375,-1.0499973,9.750488,1464492724300,50
move,0.41999998688697815,-0.14999962,-9.900391,1464492724350,50
move,0.33319999363422426,7.049999,-7.3496094,1464492724400,50
animation,,,,1464492724422,22
animation,,,,1464492724422,0
move,0.24813599859093927,5.8500023,55.050293,1464492724450,28
animation,,,,1464492724463,13
move,0.1647732818260721,-9.150007,106.20068,1464492724500,37
move,0.08307781780646906,-2.5499992,33.749023,1464492724550,50
animation,,,,1464492724585,35
animation,,,,1464492724585,0
move,0.0,8.249998,-8.55127,1464492724600,15
animation,,,,1464492724638,38
move,-0.07840000152587834,0.8999996,-0.89990234,1464492724650,12
move,-0.15523200451660557,-2.5499935,5.397461,1464492724700,50
move,-0.23052736891296632,-2.0999947,-0.14990234,1464492724750,50
animation,,,,1464492724799,49
attack,,,,1464492724799,0
move,-0.30431682745754074,0.7499981,2.3984375,1464492724800,1
move,-0.37663049823865435,0.14999962,12.449707,1464492724850,50
move,-0.1040803780930375,-2.0999947,6.2998047,1464492724900,50
animation,,,,1464492724925,25
attack,,,,1464492724925,0
move,0.41999998688697815,-0.14999962,-0.2998047,1464492724950,25
move,0.33319999363422426,0.0,-6480.0,1464492725000,50
move,0.24813599859093927,0.0,6479.85,1464492725050,50
move,0.1647732818260721,0.29999924,-1.4990234,1464492725100,50
animation,,,,1464492725119,19
attack,,,,1464492725119,0
move,0.08307781780646906,0.0,-6480.0,1464492725150,31
move,0.0,0.14999962,6480.0,1464492725200,50
move,-0.07840000152587834,1.0499973,0.2998047,1464492725250,50
animation,,,,1464492725285,35
attack,,,,1464492725285,0
move,-0.15523200451660557,1.6499958,-2.8481445,1464492725300,15
move,-0.23052736891296632,0.5999985,-1.1992188,1464492725350,50
move,-0.30431682745754074,-0.14999962,-0.14990234,1464492725400,50
move,-0.37663049823865435,0.0,-6480.0,1464492725450,50
animation,,,,1464492725496,46
attack,,,,1464492725496,0
move,-0.1040803780930375,0.0,0.0,1464492725500,4
move,0.41999998688697815,0.0,0.0,1464492725550,50
move,0.33319999363422426,0.0,0.0,1464492725600,50
move,0.24813599859093927,0.0,0.0,1464492725650,50
animation,,,,1464492725673,23
attack,,,,1464492725673,0
move,0.1647732818260721,0.0,0.0,1464492725700,27
move,0.08307781780646906,0.0,0.0,1464492725750,50
move,-0.07840000152587834,0.0,0.0,1464492725850,100
animation,,,,1464492725878,28
attack,,,,1464492725878,0
move,-0.15523200451660557,0.0,0.0,1464492725900,22
move,-0.23052736891296632,0.0,0.0,1464492725950,50
move,-0.30431682745754074,0.0,0.0,1464492726000,50
move,-0.37663049823865435,0.0,0.0,1464492726050,50
animation,,,,1464492726095,45
attack,,,,1464492726095,0
move,-0.1040803780930375,0.0,0.0,1464492726100,5
animation,,,,1464492726117,17
move,0.41999998688697815,0.0,0.0,1464492726150,33
animation,,,,1464492726185,35
move,0.33319999363422426,0.0,0.0,1464492726200,15
move,0.24813599859093927,0.0,0.0,1464492726250,50
animation,,,,1464492726287,37
animation,,,,1464492726287,0
move,0.1647732818260721,0.0,0.0,1464492726300,13
animation,,,,1464492726350,50
move,0.08307781780646906,0.0,0.0,1464492726350,0
animation,,,,1464492726385,35
move,0.0,0.0,0.0,1464492726400,15
move,-0.07840000152587834,0.0,0.0,1464492726450,50
animation,,,,1464492726472,22
animation,,,,1464492726472,0
move,-0.15523200451660557,0.0,0.0,1464492726500,28
animation,,,,1464492726511,11
move,-0.23052736891296632,-1.3499966,6483.9,1464492726550,39
animation,,,,1464492726585,35
move,-0.30431682745754074,-0.29999924,2.8486328,1464492726600,15
move,-0.37663049823865435,-0.29999924,0.89941406,1464492726650,50
animation,,,,1464492726687,37
animation,,,,1464492726687,0
move,-0.1040803780930375,0.14999962,-1.1992188,1464492726700,13
move,0.41999998688697815,0.44999886,-0.44970703,1464492726750,50
move,0.33319999363422426,0.14999962,-0.14990234,1464492726800,50
move,0.24813599859093927,0.29999924,-1.3491211,1464492726850,50
animation,,,,1464492726922,72
attack,,,,1464492726922,0
move,0.1647732818260721,1.4999962,-1.6489258,1464492726950,28
move,0.08307781780646906,2.8499928,-1.3491211,1464492726950,0
move,0.0,1.3500099,-1.7988281,1464492727000,50
move,-0.07840000152587834,1.2000084,-1.6494141,1464492727050,50
animation,,,,1464492727062,12
attack,,,,1464492727062,0
move,-0.15523200451660557,2.1000137,-1.9492188,1464492727100,38
move,-0.23052736891296632,0.45000458,-0.89941406,1464492727150,50
move,-0.30431682745754074,0.6000061,-2.5483398,1464492727200,50
animation,,,,1464492727225,25
attack,,,,1464492727225,0
move,-0.37663049823865435,0.45000458,-0.14990234,1464492727250,25
move,-0.1040803780930375,0.0,-6480.0,1464492727300,50
move,0.41999998688697815,0.15000153,6480.0,1464492727350,50
move,0.33319999363422426,0.15000153,0.0,1464492727400,50
animation,,,,1464492727426,26
attack,,,,1464492727426,0
move,0.24813599859093927,0.0,-6480.0,1464492727450,24
move,0.1647732818260721,0.0,0.0,1464492727500,50
move,0.08307781780646906,0.15000153,6478.651,1464492727550,50
animation,,,,1464492727612,62
attack,,,,1464492727612,0
move,-0.07840000152587834,0.30000305,-1.4990234,1464492727650,38
move,-0.15523200451660557,0.0,-6480.0,1464492727700,50
move,-0.23052736891296632,0.15000153,6476.551,1464492727750,50
move,-0.30431682745754074,-0.45000458,-7.949707,1464492727800,50
animation,,,,1464492727828,28
attack,,,,1464492727829,1
move,-0.37663049823865435,0.45000458,-4.6484375,1464492727850,21
move,-0.1040803780930375,0.0,-0.14990234,1464492727900,50
move,0.41999998688697815,-0.15000153,-2.9990234,1464492727950,50
move,0.33319999363422426,-0.30000305,-7.949707,1464492728000,50
animation,,,,1464492728015,15
attack,,,,1464492728015,0
move,0.24813599859093927,0.45000458,-1.4990234,1464492728050,35
move,0.1647732818260721,0.0,-6480.0,1464492728100,50
move,0.08307781780646906,0.15000153,6479.85,1464492728150,50
animation,,,,1464492728230,80
attack,,,,1464492728230,0
move,-0.07840000152587834,1.3500137,4.3476562,1464492728250,20
move,-0.15523200451660557,0.0,-6480.0,1464492728300,50
move,-0.23052736891296632,0.45000458,6482.998,1464492728350,50
move,-0.30431682745754074,-1.2000122,3.8979492,1464492728400,50
animation,,,,1464492728416,16
attack,,,,1464492728416,0
move,-0.37663049823865435,-0.30000305,0.5996094,1464492728450,34
move,-0.1040803780930375,-0.45000458,0.2998047,1464492728501,51
move,0.41999998688697815,-1.5000076,-1.1992188,1464492728550,49
move,0.33319999363422426,-1.2000122,-3.2978516,1464492728600,50
animation,,,,1464492728623,23
attack,,,,1464492728623,0
move,0.24813599859093927,-0.15000153,-0.14990234,1464492728651,28
move,0.1647732818260721,0.0,-6480.0,1464492728701,50
move,0.08307781780646906,0.6000023,6480.15,1464492728750,49
move,0.0,1.2000122,0.89941406,1464492728800,50
animation,,,,1464492728819,19
attack,,,,1464492728819,0
move,-0.07840000152587834,1.3500137,2.8486328,1464492728851,32
